time_stamp,value,flag
1570175637954,0,11
1570175638639,1,11
1570175639451,1,11
1570175640113,1,11
1570175640849,1,11
1570175641457,1,11
1570175642061,1,11
1570175642575,1,11
1570175643163,1,11
1570175643769,1,11
1570175644247,1,11
1570175644755,1,11
1570175645334,1,11
1570175645801,1,11
1570175646269,1,11
1570175646753,1,11
1570175647221,1,11
1570175648011,1,11
1570175648748,1,11
1570175649287,1,11
1570175649761,1,11
1570175650256,1,11
1570175650774,1,11
1570175651291,1,11
1570175651984,1,11
1570175652618,1,11
1570175653178,1,11
1570175653689,1,11
1570175654145,1,11
1570175654611,1,11
1570175655121,1,11
1570175655597,1,11
1570175656098,1,11
1570175656673,1,11
1570175657103,1,11
1570175657664,1,11
1570175658248,1,11
1570175658904,1,11
1570175659421,1,11
1570175659939,1,11
1570175660702,1,11
1570175661181,1,11
1570175661714,1,11
1570175662218,-1,11
1570175663332,1,11
1570175663956,1,11
1570175664990,1,11
1570175665760,1,11
1570175666668,1,11
1570175667840,1,11
1570175668400,1,11
1570175668961,1,11
1570175669715,1,11
1570175670511,1,11
1570175671481,1,11
1570175672713,1,11
1570175673557,1,11
1570175674213,1,11
1570175674931,1,11
1570175675578,1,11
1570175682414,0,12
1570175683059,0,12
1570175684060,1,12
1570175685860,1,12
1570175688024,-1,12
1570175690966,1,12
1570175691977,1,12
1570175694717,1,12
1570175699426,1,12
1570175702422,-1,12
1570175704212,1,12
1570175706156,1,12
1570175708736,1,12
1570175710085,1,12
1570175711513,1,12
1570175713510,1,12
1570175715091,1,12
1570175716711,-1,12
1570175718849,1,12
1570175721193,1,12
1570175722361,1,12
1570175724176,1,12
1570175725957,1,12
1570175727602,1,12
1570175729299,1,12
1570175730242,-1,12
1570175731759,1,12
1570175733076,1,12
1570175734229,1,12
1570175736891,-1,12
1570175739850,1,12
1570175741870,-1,12
1570175743429,1,12
1570175744407,1,12
1570175745794,1,12
1570175747933,1,12
1570175749159,1,12
1570175750766,1,12
1570175753254,-1,12
1570175755782,-1,12
1570175758865,-1,12
1570175761321,1,12
1570175762734,1,12
1570175763739,-1,12
1570175765143,1,12
1570175767108,-1,12
1570175768128,1,12
1570175769580,1,12
1570175770518,-1,12
1570175771472,1,12
1570175773008,1,12
1570175775759,1,12
1570175776599,-1,12
1570175777575,1,12
1570175778492,-1,12
1570175779165,1,12
1570175780020,1,12
1570175780808,1,12
1570175781693,1,12
1570175782405,1,12
1570175791851,0,13
1570175792603,0,13
1570175794953,0,13
1570175799791,1,13
1570175804400,-1,13
1570175807488,1,13
1570175809816,1,13
1570175812893,1,13
1570175819065,1,13
1570175823784,1,13
1570175824848,1,13
1570175827220,-1,13
1570175829026,1,13
1570175832450,1,13
1570175834876,1,13
1570175837206,1,13
1570175839679,1,13
1570175840976,-1,13
1570175842991,1,13
1570175845432,1,13
1570175849016,1,13
1570175851321,1,13
1570175852914,-1,13
1570175854996,1,13
1570175856144,-1,13
1570175858159,1,13
1570175862733,1,13
1570175865965,1,13
1570175867799,-1,13
1570175869532,1,13
1570175872842,-1,13
1570175877635,1,13
1570175879733,1,13
1570175881265,1,13
1570175883259,1,13
1570175884445,-1,13
1570175885998,-1,13
1570175887373,1,13
1570175890688,-1,13
1570175894953,1,13
1570175896503,1,13
1570175897688,1,13
1570175898481,1,13
1570175899358,-1,13
1570175900789,1,13
1570175901721,-1,13
1570175902768,-1,13
1570175904181,1,13
1570175905278,-1,13
1570175907293,-1,13
1570175908223,1,13
1570175909221,1,13
1570175910271,-1,13
1570175913297,1,13
1570175914448,-1,13
1570175915565,-1,13
1570175917012,1,13
1570175918894,1,13
1570175921381,1,13
1570175922352,1,13
1570175984240,0,21
1570175984780,1,21
1570175985178,1,21
1570175985496,1,21
1570175985842,1,21
1570175986184,1,21
1570175986730,1,21
1570175987192,1,21
1570175987665,1,21
1570175987978,1,21
1570175988308,1,21
1570175988719,1,21
1570175989064,1,21
1570175989502,1,21
1570175989914,1,21
1570175990321,1,21
1570175990680,1,21
1570175991054,1,21
1570175991425,1,21
1570175991833,1,21
1570175992171,-1,21
1570175992891,1,21
1570175993330,1,21
1570175993773,-1,21
1570175994316,1,21
1570175994963,1,21
1570175995556,1,21
1570175996165,1,21
1570175997146,1,21
1570175997653,1,21
1570175998090,1,21
1570175998553,1,21
1570175998977,1,21
1570175999661,1,21
1570176000084,1,21
1570176000458,1,21
1570176000908,1,21
1570176001399,1,21
1570176001847,1,21
1570176002510,1,21
1570176002945,1,21
