time_stamp,red
1570174040869,22527.0
1570174040870,27020.0
1570174040877,26997.0
1570174040887,26996.0
1570174040898,26986.0
1570174040908,26987.0
1570174040920,26978.0
1570174040930,26975.0
1570174040939,26965.0
1570174040950,26963.0
1570174040958,26969.0
1570174040969,26958.0
1570174040978,26965.0
1570174040989,26960.0
1570174040998,26961.0
1570174041008,26963.0
1570174041018,26956.0
1570174041028,26945.0
1570174041038,26949.0
1570174041049,26946.0
1570174041059,26951.0
1570174041070,26959.0
1570174041079,26952.0
1570174041089,26960.0
1570174041098,26961.0
1570174041108,26966.0
1570174041121,26966.0
1570174041128,26972.0
1570174041139,26976.0
1570174041149,26970.0
1570174041158,26979.0
1570174041168,26991.0
1570174041178,26989.0
1570174041188,26981.0
1570174041198,26996.0
1570174041208,27000.0
1570174041220,26999.0
1570174041228,26998.0
1570174041238,27003.0
1570174041248,27008.0
1570174041258,27014.0
1570174041270,27011.0
1570174041278,27024.0
1570174041288,27017.0
1570174041298,27017.0
1570174041309,27024.0
1570174041319,27030.0
1570174041328,27031.0
1570174041338,27027.0
1570174041348,27024.0
1570174041358,27037.0
1570174041369,27034.0
1570174041378,27037.0
1570174041388,27043.0
1570174041397,27041.0
1570174041408,27032.0
1570174041419,27008.0
1570174041429,26998.0
1570174041438,26977.0
1570174041448,26971.0
1570174041458,26967.0
1570174041468,26954.0
1570174041477,26957.0
1570174041488,26949.0
1570174041498,26951.0
1570174041509,26943.0
1570174041519,26945.0
1570174041533,26938.0
1570174041540,26946.0
1570174041549,26936.0
1570174041559,26940.0
1570174041569,26934.0
1570174041580,26943.0
1570174041589,26942.0
1570174041599,26937.0
1570174041609,26932.0
1570174041619,26927.0
1570174041629,26935.0
1570174041641,26929.0
1570174041649,26936.0
1570174041659,26935.0
1570174041669,26933.0
1570174041678,26941.0
1570174041689,26944.0
1570174041699,26946.0
1570174041711,26947.0
1570174041722,26948.0
1570174041729,26959.0
1570174041739,26954.0
1570174041749,26950.0
1570174041759,26947.0
1570174041769,26956.0
1570174041779,26946.0
1570174041789,26949.0
1570174041801,26960.0
1570174041810,26956.0
1570174041821,26963.0
1570174041829,26968.0
1570174041839,26967.0
1570174041849,26970.0
1570174041859,26963.0
1570174041870,26975.0
1570174041879,26980.0
1570174041889,26984.0
1570174041898,26979.0
1570174041907,26992.0
1570174041920,26991.0
1570174041927,26998.0
1570174041937,26999.0
1570174041947,27001.0
1570174041957,27004.0
1570174041969,27006.0
1570174041981,27006.0
1570174041986,27008.0
1570174041997,27006.0
1570174042006,27022.0
1570174042016,27015.0
1570174042026,27024.0
1570174042036,27029.0
1570174042048,27037.0
1570174042062,27040.0
1570174042068,27044.0
1570174042076,27037.0
1570174042086,27048.0
1570174042096,27040.0
1570174042106,27043.0
1570174042116,27053.0
1570174042128,27054.0
1570174042140,27064.0
1570174042148,27068.0
1570174042158,27068.0
1570174042168,27078.0
1570174042178,27062.0
1570174042188,27058.0
1570174042201,27040.0
1570174042208,27036.0
1570174042218,27015.0
1570174042228,27020.0
1570174042238,27005.0
1570174042251,27000.0
1570174042258,26990.0
1570174042268,26987.0
1570174042278,26977.0
1570174042288,26992.0
1570174042298,26993.0
1570174042308,26988.0
1570174042318,26991.0
1570174042328,26987.0
1570174042338,26981.0
1570174042348,26988.0
1570174042358,26978.0
1570174042368,26987.0
1570174042378,26977.0
1570174042388,26981.0
1570174042398,26983.0
1570174042408,26982.0
1570174042418,26986.0
1570174042432,26986.0
1570174042438,26991.0
1570174042448,26995.0
1570174042458,26996.0
1570174042468,26997.0
1570174042478,26993.0
1570174042488,26997.0
1570174042497,27006.0
1570174042508,27000.0
1570174042518,27007.0
1570174042527,26993.0
1570174042538,26993.0
1570174042548,26995.0
1570174042558,26998.0
1570174042567,26993.0
1570174042578,27001.0
1570174042588,27013.0
1570174042597,27015.0
1570174042611,27004.0
1570174042618,27008.0
1570174042628,27008.0
1570174042638,27018.0
1570174042648,27015.0
1570174042658,27020.0
1570174042668,27025.0
1570174042678,27026.0
1570174042688,27040.0
1570174042697,27025.0
1570174042707,27047.0
1570174042718,27038.0
1570174042728,27042.0
1570174042738,27046.0
1570174042748,27048.0
1570174042758,27052.0
1570174042768,27052.0
1570174042777,27043.0
