time_stamp,value,flag
1572460296031,0,11
1572460297442,1,11
1572460299988,1,11
1572460302045,1,11
1572460306118,1,11
1572460307299,1,11
1572460308186,1,11
1572460309163,1,11
1572460310559,1,11
1572460311716,1,11
1572460312518,1,11
1572460313311,1,11
1572460314037,1,11
1572460315210,1,11
1572460316026,1,11
1572460316806,1,11
1572460317625,1,11
1572460320428,-1,11
1572460324617,1,11
1572460325839,1,11
1572460326693,1,11
1572460327781,1,11
1572460329190,1,11
1572460330254,1,11
1572460331259,1,11
1572460332255,1,11
1572460333160,1,11
1572460334460,1,11
1572460335507,1,11
1572460336269,1,11
1572460337379,1,11
1572460338141,1,11
1572460338957,1,11
1572460339840,1,11
1572460341000,1,11
1572460341933,1,11
1572460343142,1,11
1572460343867,1,11
1572460344640,1,11
1572460345357,1,11
1572460347225,1,11
1572460349200,1,11
1572460350002,1,11
1572460352152,1,11
1572460356641,1,11
1572460358681,1,11
1572460360526,1,11
1572460361821,1,11
1572460363420,1,11
1572460364859,1,11
1572460366092,1,11
1572460367693,1,11
1572460369036,1,11
1572460372998,1,11
1572460374201,1,11
1572460375167,1,11
1572460376017,1,11
1572460379979,1,11
1572460381051,1,11
1572460381779,1,11
1572460388740,0,12
1572460389980,0,12
1572460398367,-1,12
1572460401695,1,12
1572460403038,1,12
1572460410953,1,12
1572460414060,-1,12
1572460416237,1,12
1572460428825,1,12
1572460431407,-1,12
1572460432606,1,12
1572460434161,1,12
1572460436237,1,12
1572460438517,1,12
1572460439924,1,12
1572460442010,1,12
1572460445453,1,12
1572460449411,1,12
1572460450868,1,12
1572460453575,1,12
1572460457620,1,12
1572460459665,1,12
1572460461168,-1,12
1572460464166,1,12
1572460466424,-1,12
1572460467175,-1,12
1572460470329,-1,12
1572460471617,-1,12
1572460473286,-1,12
1572460474219,1,12
1572460476849,1,12
1572460479053,1,12
1572460480769,1,12
1572460481896,1,12
1572460482757,1,12
1572460486773,1,12
1572460489055,1,12
1572460490533,1,12
1572460491457,-1,12
1572460493262,1,12
1572460494847,1,12
1572460496860,1,12
1572460500133,1,12
1572460501816,1,12
1572460502522,1,12
1572460503390,-1,12
1572460504339,-1,12
1572460509538,1,12
1572460509833,1,12
1572460512628,1,12
1572460514241,1,12
1572460515269,1,12
1572460517716,1,12
1572460520057,1,12
1572460522143,1,12
1572460523470,1,12
1572460524448,1,12
1572460534059,1,12
1572460537465,1,12
1572460541591,1,12
1572460551462,0,13
1572460553106,0,13
1572460563492,0,13
1572460568361,1,13
1572460574473,-1,13
1572460595188,1,13
1572460599307,1,13
1572460627679,1,13
1572460629260,1,13
1572460639824,-1,13
1572460642435,1,13
1572460644676,-1,13
1572460646275,-1,13
1572460648206,1,13
1572460650252,-1,13
1572460651353,1,13
1572460659040,1,13
1572460661414,1,13
1572460664921,1,13
1572460674606,1,13
1572460677606,1,13
1572460680064,1,13
1572460690744,1,13
1572460696385,1,13
1572460699731,1,13
1572460709119,1,13
1572460718787,1,13
1572460723819,1,13
1572460728435,1,13
1572460745979,1,13
1572460756608,-1,13
1572460763161,1,13
1572460769804,1,13
1572460771353,1,13
1572460773812,1,13
1572460775114,-1,13
1572460776572,-1,13
1572460777510,1,13
1572460778640,-1,13
1572460780459,1,13
1572460781859,-1,13
1572460783426,1,13
1572460784796,1,13
1572460791469,1,13
1572460796071,1,13
1572460797779,1,13
1572460800978,1,13
1572460812483,1,13
1572460816542,1,13
1572460818238,1,13
1572460834450,1,13
1572460840753,1,13
1572460849374,1,13
1572460850428,1,13
1572460851977,1,13
1572460853970,1,13
1572460859132,1,13
1572460860488,1,13
1572460861829,1,13
1572460862881,1,13
1572460927645,0,21
1572460929572,-1,21
1572460930821,-1,21
1572460932114,-1,21
1572460933481,-1,21
1572460935202,-1,21
1572460938473,1,21
1572460941248,1,21
