time_stamp,value,flag
1570218924293,0,11
1570218925556,1,11
1570218926956,1,11
1570218927581,1,11
1570218928317,1,11
1570218928901,1,11
1570218929493,1,11
1570218930079,1,11
1570218930634,1,11
1570218931277,1,11
1570218931843,1,11
1570218932426,1,11
1570218933041,1,11
1570218933619,1,11
1570218934173,1,11
1570218934781,1,11
1570218935346,1,11
1570218935991,1,11
1570218936549,1,11
1570218937182,1,11
1570218937698,1,11
1570218938241,1,11
1570218938796,1,11
1570218939415,1,11
1570218940020,1,11
1570218940693,1,11
1570218941336,1,11
1570218941954,1,11
1570218943069,1,11
1570218943625,1,11
1570218944137,1,11
1570218944654,1,11
1570218945196,1,11
1570218945727,1,11
1570218946271,1,11
1570218946890,1,11
1570218947460,1,11
1570218947992,1,11
1570218948584,1,11
1570218949138,1,11
1570218950078,1,11
1570218950675,1,11
1570218951295,1,11
1570218952018,1,11
1570218952571,1,11
1570218953302,1,11
1570218953961,1,11
1570218954608,1,11
1570218955272,1,11
1570218956338,1,11
1570218956902,1,11
1570218957457,1,11
1570218958066,1,11
1570218958646,1,11
1570218959264,-1,11
1570218960057,1,11
1570218961551,1,11
1570218962829,1,11
1570218963402,1,11
1570218964011,1,11
1570218970539,0,12
1570218971137,0,12
1570218972829,1,12
1570218976065,1,12
1570218977721,-1,12
1570218981606,1,12
1570218984718,1,12
1570218985769,1,12
1570218986312,1,12
1570218987630,1,12
1570218988732,1,12
1570218989835,1,12
1570218990798,1,12
1570218992759,1,12
1570218993440,1,12
1570218994175,1,12
1570218994918,1,12
1570218997089,1,12
1570218998726,1,12
1570219002151,1,12
1570219003047,1,12
1570219004249,1,12
1570219005535,1,12
1570219006556,1,12
1570219008189,1,12
1570219008858,1,12
1570219010942,-1,12
1570219011028,-1,12
1570219012139,-1,12
1570219014471,1,12
1570219015569,-1,12
1570219017685,-1,12
1570219020063,1,12
1570219020933,1,12
1570219021431,1,12
1570219021945,1,12
1570219022459,-1,12
1570219023495,-1,12
1570219024025,1,12
1570219024522,-1,12
1570219026457,1,12
1570219026886,1,12
1570219027369,1,12
1570219028504,1,12
1570219029451,1,12
1570219031037,1,12
1570219034659,1,12
1570219039392,1,12
1570219042304,1,12
1570219044263,1,12
1570219046447,1,12
1570219047926,1,12
1570219048782,1,12
1570219050167,1,12
1570219051070,1,12
1570219052057,1,12
1570219053154,1,12
1570219055059,1,12
1570219056512,1,12
1570219059129,1,12
1570219068387,0,13
1570219069273,0,13
1570219070024,0,13
1570219072970,1,13
1570219074088,1,13
1570219076512,1,13
1570219078312,1,13
1570219079488,1,13
1570219080687,1,13
1570219083843,-1,13
1570219084974,1,13
1570219089788,-1,13
1570219091138,-1,13
1570219091965,1,13
1570219093481,-1,13
1570219095313,1,13
1570219096010,1,13
1570219099456,1,13
1570219107617,1,13
1570219109692,1,13
1570219110703,1,13
1570219113262,1,13
1570219114007,1,13
1570219115057,1,13
1570219116599,1,13
1570219117350,-1,13
1570219118352,1,13
1570219120365,1,13
1570219121020,1,13
1570219122878,1,13
1570219124621,1,13
1570219126357,1,13
1570219127133,1,13
1570219131617,1,13
1570219132665,1,13
1570219133657,1,13
1570219136431,1,13
1570219138416,1,13
1570219139279,1,13
1570219140313,1,13
1570219141457,1,13
1570219142332,1,13
1570219143658,1,13
1570219145346,1,13
1570219146583,1,13
1570219147536,1,13
1570219149271,1,13
1570219150155,1,13
1570219151017,1,13
1570219154065,1,13
1570219155995,1,13
1570219157087,1,13
1570219160166,1,13
1570219161456,1,13
1570219162256,1,13
1570219165045,1,13
1570219165734,1,13
1570219166197,1,13
1570219168119,1,13
1570219169142,1,13
1570219233010,0,21
1570219234073,1,21
1570219234504,1,21
1570219234932,1,21
1570219235363,1,21
1570219235828,1,21
1570219236412,1,21
1570219236891,1,21
1570219237309,1,21
1570219237766,1,21
1570219238259,1,21
1570219238691,1,21
1570219239102,1,21
1570219239586,1,21
1570219239957,1,21
1570219240351,1,21
1570219240848,1,21
1570219241331,1,21
1570219241728,1,21
1570219242147,1,21
1570219242695,1,21
1570219243113,1,21
1570219243460,1,21
1570219244115,1,21
1570219244581,1,21
1570219244989,1,21
1570219245382,-1,21
1570219247242,1,21
1570219247868,1,21
1570219248277,1,21
1570219248677,1,21
1570219249124,1,21
1570219249522,1,21
1570219250074,1,21
1570219250542,1,21
1570219251012,1,21
1570219251407,1,21
1570219251815,1,21
1570219252221,1,21
1570219252782,1,21
1570219253237,1,21
1570219253664,1,21
1570219254059,1,21
1570219254481,-1,21
1570219255574,1,21
1570219256991,1,21
1570219257466,1,21
1570219257999,1,21
1570219258506,1,21
1570219258903,1,21
1570219259347,1,21
1570219259814,1,21
1570219260225,1,21
1570219260637,1,21
1570219261049,1,21
1570219261471,1,21
1570219262084,1,21
1570219262529,1,21
1570219262941,1,21
1570219263361,1,21
1570219263756,1,21
1570219264198,1,21
1570219264571,1,21
1570219265029,1,21
