time_stamp,value,flag
1569339276410,0,11
1569339278630,1,11
1569339285611,1,11
1569339286580,1,11
1569339287602,1,11
1569339288471,1,11
1569339289520,1,11
1569339290230,1,11
1569339290890,1,11
1569339291866,1,11
1569339292524,1,11
1569339294079,1,11
1569339295742,1,11
1569339296450,1,11
1569339297184,1,11
1569339300417,1,11
1569339301145,1,11
1569339302351,1,11
1569339303347,1,11
1569339304166,1,11
1569339304871,1,11
1569339305728,1,11
1569339306592,1,11
1569339307247,1,11
1569339308169,1,11
1569339308939,1,11
1569339309707,1,11
1569339310804,1,11
1569339311586,1,11
1569339312269,1,11
1569339312914,1,11
1569339313606,1,11
1569339314162,1,11
1569339314767,1,11
1569339315333,1,11
1569339315901,1,11
1569339316580,1,11
1569339317173,1,11
1569339317893,1,11
1569339318579,1,11
1569339319297,1,11
1569339319953,1,11
1569339320496,1,11
1569339321276,1,11
1569339321700,1,11
1569339322397,1,11
1569339323562,1,11
1569339324238,1,11
1569339325032,1,11
1569339325737,1,11
1569339326317,1,11
1569339326837,1,11
1569339327529,1,11
1569339328085,1,11
1569339328866,1,11
1569339329379,-1,11
1569339331108,1,11
1569339331647,1,11
1569339332174,1,11
1569339332814,1,11
1569339341157,0,12
1569339341716,0,12
1569339343256,1,12
1569339349491,1,12
1569339353088,-1,12
1569339356467,1,12
1569339358691,1,12
1569339366529,1,12
1569339368437,1,12
1569339375027,-1,12
1569339382761,1,12
1569339384785,1,12
1569339398769,1,12
1569339400173,-1,12
1569339405992,1,12
1569339408682,1,12
1569339411420,1,12
1569339413918,1,12
1569339419799,1,12
1569339422476,1,12
1569339425595,1,12
1569339427579,1,12
1569339429285,1,12
1569339438614,1,12
1569339439949,1,12
1569339441225,1,12
1569339443635,1,12
1569339445897,1,12
1569339447125,1,12
1569339452658,1,12
1569339453915,-1,12
1569339456667,-1,12
1569339460892,1,12
1569339464198,1,12
1569339471033,1,12
1569339474097,1,12
1569339475009,1,12
1569339476721,1,12
1569339478009,-1,12
1569339479372,1,12
1569339480384,1,12
1569339481345,1,12
1569339482543,1,12
1569339483720,1,12
1569339484822,1,12
1569339485900,1,12
1569339487214,1,12
1569339490377,1,12
1569339492295,1,12
1569339493654,1,12
1569339496027,1,12
1569339496838,1,12
1569339497523,1,12
1569339498346,1,12
1569339498955,1,12
1569339499907,1,12
1569339500876,1,12
1569339502117,1,12
1569339503306,1,12
1569339504280,1,12
1569339511759,0,13
1569339512432,0,13
1569339514858,0,13
1569339518498,1,13
1569339519219,-1,13
1569339520610,1,13
1569339521861,1,13
