time_stamp,value,flag
1569956186156,0,11
1569956190340,1,11
1569956192777,-1,11
1569956198545,-1,11
1569956200906,1,11
1569956204327,-1,11
1569956205540,-1,11
1569956206918,1,11
1569956207911,-1,11
1569956210109,1,11
1569956211072,1,11
1569956212076,-1,11
1569956213835,-1,11
1569956216000,1,11
1569956216982,-1,11
1569956218415,1,11
1569956219159,1,11
1569956220360,1,11
1569956221836,-1,11
1569956228690,1,11
1569956232843,1,11
1569956233772,1,11
1569956234776,1,11
1569956235893,1,11
1569956237192,1,11
1569956238198,1,11
1569956239489,1,11
1569956240265,1,11
1569956241097,1,11
1569956241796,1,11
1569956242450,1,11
1569956243150,1,11
1569956243829,1,11
1569956244420,1,11
1569956245055,1,11
1569956245797,1,11
1569956246464,1,11
1569956247185,1,11
1569956247875,1,11
1569956248530,1,11
1569956249293,1,11
1569956250038,1,11
1569956250923,1,11
1569956252125,1,11
1569956252661,1,11
1569956253393,1,11
1569956254245,1,11
1569956255054,1,11
1569956255754,1,11
1569956256672,1,11
1569956257568,-1,11
1569956258465,1,11
1569956259230,-1,11
1569956260085,1,11
1569956264401,-1,11
1569956271757,-1,11
1569956272567,1,11
1569956273269,1,11
1569956273933,1,11
1569956274645,1,11
1569956281949,0,12
1569956282792,0,12
1569956283720,1,12
1569956284704,1,12
1569956285524,-1,12
1569956286235,1,12
1569956286968,1,12
1569956287580,1,12
1569956288193,1,12
1569956288937,1,12
1569956289606,1,12
1569956290347,1,12
1569956291047,1,12
1569956291966,1,12
1569956292698,1,12
1569956293410,1,12
1569956294220,1,12
1569956295038,-1,12
1569956295861,1,12
1569956296679,1,12
1569956297500,1,12
1569956298177,1,12
1569956298877,-1,12
1569956299544,1,12
1569956300365,-1,12
1569956301249,-1,12
1569956302082,1,12
1569956303711,1,12
1569956304501,-1,12
1569956305429,1,12
1569956306292,1,12
1569956306982,-1,12
1569956307736,1,12
1569956308568,1,12
1569956309333,1,12
1569956310066,1,12
1569956310788,-1,12
1569956311706,1,12
1569956312681,1,12
1569956313477,-1,12
1569956315632,1,12
1569956317906,1,12
1569956318760,1,12
1569956319284,-1,12
1569956320160,1,12
1569956320892,-1,12
1569956321978,1,12
1569956322763,1,12
1569956323671,1,12
1569956324720,1,12
1569956325497,1,12
1569956326186,1,12
1569956327073,1,12
1569956327784,1,12
1569956328637,1,12
1569956329413,-1,12
1569956330333,1,12
1569956331341,1,12
1569956332532,1,12
1569956333275,1,12
1569956339521,0,13
1569956340112,0,13
1569956342019,0,13
1569956344783,1,13
1569956345816,1,13
1569956346665,1,13
1569956347726,-1,13
1569956349171,1,13
1569956350111,1,13
1569956352594,-1,13
1569956353580,1,13
1569956354268,-1,13
1569956356074,1,13
1569956356971,1,13
1569956358000,1,13
1569956359148,1,13
1569956360122,1,13
1569956362112,-1,13
1569956363403,1,13
1569956364268,1,13
1569956365088,1,13
1569956366040,1,13
1569956366751,1,13
1569956367582,1,13
1569956368260,1,13
1569956369058,1,13
1569956369879,1,13
1569956370754,1,13
1569956372363,1,13
1569956373095,1,13
1569956373861,-1,13
1569956374771,-1,13
1569956375535,1,13
1569956376587,1,13
1569956377562,1,13
1569956378359,1,13
1569956379278,1,13
1569956380054,1,13
1569956380930,-1,13
1569956381760,-1,13
1569956382726,-1,13
1569956383534,1,13
1569956384509,1,13
1569956385340,-1,13
1569956387298,1,13
1569956388229,1,13
1569956389498,-1,13
1569956390407,1,13
1569956391742,1,13
1569956392551,-1,13
1569956393668,1,13
1569956394479,1,13
1569956395343,-1,13
1569956396514,1,13
1569956397531,-1,13
1569956398528,1,13
1569956400070,1,13
1569956400980,1,13
1569956402008,1,13
1569956403003,1,13
1569956464991,0,21
1569956465768,1,21
1569956466661,1,21
1569956467510,1,21
1569956468226,1,21
1569956469098,1,21
1569956469622,1,21
1569956470437,1,21
1569956471336,1,21
1569956472007,1,21
1569956472677,1,21
1569956473311,1,21
1569956473929,1,21
1569956474575,1,21
1569956475199,1,21
1569956475860,1,21
1569956476480,1,21
1569956477125,1,21
1569956477770,1,21
1569956478567,1,21
1569956479040,1,21
1569956479693,1,21
1569956480461,1,21
1569956480935,1,21
1569956481542,1,21
1569956482345,1,21
1569956482854,1,21
1569956483404,1,21
1569956484577,1,21
1569956485283,1,21
1569956485991,1,21
1569956486738,1,21
1569956487344,1,21
1569956487930,1,21
1569956488464,1,21
1569956489295,1,21
1569956490227,1,21
1569956491039,1,21
1569956491811,1,21
1569956492419,1,21
1569956493026,1,21
1569956493970,1,21
1569956494689,1,21
1569956495286,1,21
1569956495772,-1,21
1569956496497,1,21
1569956497464,1,21
1569956498177,1,21
1569956498820,1,21
1569956499448,1,21
1569956500112,1,21
1569956500758,1,21
