time_stamp
1569123546820.0007
1569123547200.0032
1569123547550.0056
1569123548120.0093
1569123548520.0117
1569123548920.0144
1569123549620.0188
1569123550250.023
1569123550680.0256
1569123551040.0278
1569123551730.0325
1569123552370.0364
1569123553120.0413
1569123553690.045
1569123554390.0493
1569123554990.0532
1569123555460.0564
1569123555810.0586
1569123556400.0623
1569123557000.0662
1569123557580.0698
1569123557980.0725
1569123558430.0754
1569123558780.0776
1569123559420.0818
1569123559900.0847
1569123560260.0872
1569123560940.0916
1569123561390.0942
1569123561760.0967
1569123562360.1006
1569123563030.105
1569123563570.1084
1569123563950.1108
1569123564630.1152
1569123565340.1196
1569123566040.1243
1569123566520.1272
1569123567410.133
1569123567950.1365
1569123568510.1401
1569123568860.1423
1569123569320.1453
1569123569750.148
1569123570280.1514
1569123570830.155
1569123571640.1602
1569123572180.1636
1569123573020.169
1569123573720.1736
1569123574430.178
1569123574940.1814
1569123575430.1846
1569123575790.1868
1569123576610.1921
1569123576960.1943
1569123577430.1973
1569123577790.1997
1569123578290.203
1569123578670.2053
1569123579040.2078
1569123579400.21
1569123579780.2124
1569123580180.2148
1569123580560.2173
1569123580920.2197
1569123581540.2236
1569123581950.2263
1569123582310.2285
1569123582910.2324
1569123583290.2349
1569123583670.2373
1569123584380.242
1569123584740.2441
1569123585100.2466
1569123585780.251
1569123586300.2542
1569123586860.2578
1569123587220.2603
1569123587890.2644
1569123588590.269
1569123589050.272
1569123589490.2747
1569123589940.2776
1569123590640.282
1569123591170.2854
1569123591710.289
1569123592080.2913
1569123592750.2957
1569123593420.3
1569123593950.3035
1569123594360.306
1569123594740.3083
1569123595120.3108
1569123595550.3137
1569123596220.3179
1569123596940.3225
1569123597370.3252
1569123597720.3276
1569123598320.3313
1569123598770.3342
1569123599180.337
1569123599650.3398
1569123600290.344
1569123600730.347
1569123601210.3499
1569123601590.3523
1569123602010.355
1569123602570.3586
1569123602940.361
1569123603510.3647
1569123604130.3687
1569123604650.372
1569123605000.3743
1569123605640.3784
1569123606310.3826
1569123606880.3862
1569123607230.3887
1569123607610.391
1569123607960.3933
1569123608660.3977
1569123609360.4023
1569123609730.4045
1569123610100.407
1569123610520.4097
1569123610880.412
1569123611260.4146
1569123611610.4167
1569123611970.419
1569123612350.4214
1569123612840.4246
1569123613440.4285
1569123613820.431
1569123614250.4336
1569123614640.436
1569123615070.439
1569123615500.4417
1569123615860.444
1569123616540.4482
1569123616910.4507
1569123617540.4548
1569123617890.457
1569123618570.4614
1569123619290.466
1569123619890.4697
1569123620300.4724
1569123620710.475
1569123621420.4797
1569123621940.483
1569123622390.4858
1569123622760.4883
1569123623450.4927
1569123623800.4949
1569123624180.4973
1569123624680.5005
1569123625160.5037
1569123625560.5063
1569123626170.5103
1569123626890.515
1569123627530.5188
1569123628100.5225
1569123628650.5261
1569123629000.5283
1569123629480.5315
1569123630020.535
1569123630630.5388
1569123631060.5415
1569123631420.544
1569123631990.5476
1569123632350.5498
1569123632800.5527
1569123633400.5566
1569123634060.5608
1569123634590.5642
1569123635120.5676
1569123635490.57
1569123635910.5728
1569123636540.5767
1569123637220.581
1569123637600.5835
1569123638270.588
1569123638630.59
1569123638980.5923
1569123639330.5947
1569123639680.597
1569123640360.6013
1569123640730.6035
1569123641080.606
1569123641680.6096
1569123642370.6143
1569123643060.6187
1569123643430.6208
1569123643810.6233
1569123644410.6272
1569123645070.6313
1569123645560.6345
1569123646060.638
1569123646420.6401
1569123646790.6426
1569123647140.6448
1569123647540.6472
1569123647990.6501
1569123648340.6523
1569123648800.6555
1569123649190.658
1569123649740.6614
1569123650420.6658
1569123651080.67
1569123651610.6733
1569123652190.6772
1569123652680.6804
1569123653080.6829
1569123653430.685
1569123653800.6875
1569123654470.692
1569123654850.6943
1569123655510.6985
1569123655880.701
1569123656490.7048
1569123657120.7087
1569123657730.7126
1569123658170.7156
1569123658650.7188
1569123659030.7212
1569123659410.7234
1569123660050.7275
1569123660580.731
1569123660940.7334
1569123661510.737
1569123662260.7417
1569123662620.7441
1569123663200.7478
1569123663710.7512
1569123664470.756
1569123665020.7595
1569123665370.7617
1569123665740.7642
1569123666170.7668
1569123666530.7693
1569123666890.7715
1569123667400.775
1569123667790.7773
1569123668140.7795
1569123668490.7817
1569123669100.7856
1569123669680.7896
1569123670390.794
1569123670780.7964
1569123671390.8003
1569123671770.8027
1569123672400.807
1569123672900.81
1569123673270.8125
1569123673650.815
1569123674220.8186
1569123674690.8215
1569123675070.824
1569123675630.8276
1569123676310.832
1569123677020.8364
1569123677390.8389
1569123678000.8428
1569123678350.845
1569123679070.8496
1569123679730.854
1569123680450.8586
1569123680870.8613
1569123681490.8652
1569123681850.8674
1569123682230.8699
1569123682760.8733
1569123683180.876
1569123683810.8801
1569123684380.8838
1569123684840.8867
1569123685200.8892
1569123685550.8914
1569123685910.8936
1569123686430.897
1569123686850.8997
1569123687250.902
1569123687920.9065
1569123688600.911
1569123689250.915
1569123689780.9185
1569123690250.9214
1569123690620.9238
1569123691280.928
1569123691720.931
1569123692590.9365
1569123693060.9395
1569123693410.9417
1569123694110.9463
1569123694560.9492
1569123695000.952
1569123695390.9543
1569123695870.9575
1569123696220.9597
1569123696980.9646
1569123697400.9673
1569123698360.9736
1569123698710.9758
1569123699060.978
1569123699730.9824
1569123700170.985
1569123700540.9875
1569123700940.99
1569123701920.9963
1569123702300.9988
1569123702661.0012
1569123703261.005
1569123703991.0098
1569123704371.0122
1569123704731.0144
1569123705451.019
1569123705981.0225
1569123706831.0278
1569123707481.032
1569123708081.036
1569123708551.0388
1569123709521.0452
1569123710021.0483
1569123710381.0508
1569123711061.055
1569123711561.0583
1569123712461.064
1569123712821.0664
1569123713171.0686
1569123713871.073
1569123714491.0771
1569123714981.08
1569123715501.0835
1569123715931.0862
1569123716591.0906
1569123717081.0938
1569123717751.098
1569123718101.1003
1569123718471.1025
1569123718851.105
1569123719431.1086
1569123719951.112
1569123720301.1143
1569123720991.1187
1569123721591.1226
1569123722161.1262
1569123722721.13
1569123723071.132
1569123723771.1367
1569123724191.1394
1569123724811.1433
1569123725171.1455
1569123725541.148
1569123725901.1504
1569123726691.1553
1569123727231.159
1569123727871.1628
1569123728231.1653
1569123728681.1682
1569123729051.1704
1569123729441.173
1569123729791.1753
1569123730541.1802
1569123730941.1826
1569123731311.185
1569123732081.19
1569123732481.1926
1569123732841.1948
1569123733551.1995
1569123734091.203
1569123734551.2058
1569123734931.2083
1569123735371.2112
1569123735751.2136
1569123736121.2158
1569123736471.218
1569123737151.2224
1569123737891.2273
1569123738281.2297
1569123738671.2322
1569123739341.2366
1569123739701.2388
1569123740071.2412
1569123740511.2441
1569123740891.2466
1569123741441.25
1569123742121.2544
1569123742471.2566
1569123742901.2595
1569123743391.2625
1569123743741.265
1569123744551.27
1569123745041.2732
1569123745431.2756
1569123746131.28
1569123746701.2837
1569123747051.2861
1569123747531.289
1569123748131.293
1569123748491.2952
1569123749251.3
1569123749941.3047
1569123750391.3074
1569123750741.3098
1569123751101.312
1569123751451.3142
1569123752131.3186
1569123752901.3235
1569123753411.327
1569123754201.332
1569123754631.3347
1569123755131.338
1569123755531.3406
1569123756261.3452
1569123757251.3516
1569123757661.3542
1569123758031.3564
1569123758391.359
1569123758741.361
1569123759411.3655
1569123760121.3699
1569123760801.3743
1569123761321.3777
1569123761911.3813
1569123762271.3838
1569123762911.388
1569123763641.3926
1569123764421.3975
1569123765011.4014
1569123765621.4053
1569123766511.411
1569123767011.414
1569123767511.4175
1569123767901.42
1569123768361.4229
1569123768961.4268
1569123769311.429
1569123769961.433
1569123770561.437
1569123771171.441
1569123771841.445
1569123772431.449
1569123772901.452
1569123773321.4546
1569123774051.4592
1569123774431.4617
1569123774811.464
1569123775511.4688
1569123776011.472
1569123776871.4775
1569123777521.4817
1569123778061.485
1569123778461.4875
1569123778871.4902
1569123779401.4937
1569123779751.4958
1569123780421.5002
1569123780891.5032
1569123781521.5073
1569123782441.5132
1569123782891.516
1569123783791.522
1569123784441.5261
1569123785061.53
1569123785651.5337
1569123786441.5388
1569123787131.5432
1569123787801.5476
1569123788311.5508
1569123788991.5552
1569123789841.5608
1569123790501.565
1569123791051.5684
1569123791671.5725
1569123792071.575
1569123792451.5774
1569123793041.5813
1569123793691.5854
1569123794431.59
1569123794801.5925
1569123795151.5947
1569123795731.5984
1569123796471.6033
1569123797161.6077
1569123797731.6113
1569123798431.6157
1569123799091.62
1569123799651.6238
1569123800271.6277
1569123800661.6301
1569123801021.6326
1569123801661.6365
1569123802321.6409
1569123802901.6445
1569123803631.6492
1569123804261.6533
1569123805001.658
1569123805421.6606
1569123806081.665
1569123806641.6685
1569123807031.6711
1569123807421.6736
1569123807881.6765
1569123808341.6794
1569123808831.6826
1569123809231.685
1569123809691.688
1569123810061.6904
1569123810671.6943
1569123811301.6985
1569123811831.702
1569123812231.7043
1569123812611.7068
1569123812991.7092
1569123813361.7117
1569123813801.7146
1569123814211.717
1569123814881.7214
1569123815551.7258
1569123816161.7297
1569123816851.7341
1569123817401.7375
1569123817781.74
1569123818141.7424
1569123818811.7466
1569123819481.751
1569123820111.755
1569123820771.7593
1569123821391.7632
1569123822291.769
1569123822951.7732
1569123823501.7769
1569123823881.7793
1569123824251.7815
1569123824801.7852
1569123825521.7898
1569123825891.792
1569123826241.7944
1569123826771.7979
1569123827731.804
1569123828101.8062
1569123828461.8086
1569123828811.8108
1569123829171.8132
1569123829641.8162
1569123830101.819
1569123830451.8213
1569123831011.825
1569123831841.8303
1569123832461.8342
1569123833031.838
1569123833751.8425
1569123834661.8484
1569123835121.8513
1569123835471.8535
1569123836091.8577
1569123836701.8616
1569123837221.8647
1569123837591.8672
1569123838241.8713
1569123839001.8762
1569123839621.8801
1569123839991.8826
1569123840391.8853
1569123840991.889
1569123841541.8926
1569123842401.898
1569123843081.9023
1569123843541.9053
1569123843911.9077
1569123844421.9111
1569123845141.9155
1569123845891.9204
1569123846661.9253
1569123847101.9282
1569123848011.934
1569123848681.9385
1569123849341.9426
1569123849741.945
1569123850091.9475
1569123850731.9514
1569123851241.9548
1569123851871.9587
1569123852531.9631
1569123853421.9688
1569123853921.972
1569123854801.9775
1569123855501.9822
1569123856111.986
1569123856831.9907
1569123857661.996
1569123858392.0007
1569123859012.0046
1569123859572.0083
1569123860222.0125
1569123860742.0159
1569123861162.0186
1569123861662.0217
1569123862612.0278
1569123863162.0312
1569123863752.0352
1569123864202.038
1569123864602.0405
1569123865412.0457
1569123866062.0498
1569123866792.0547
1569123867212.0574
1569123867962.062
1569123868602.0662
1569123869462.0718
1569123870152.0762
1569123870632.0793
1569123870982.0815
1569123871412.0842
1569123872152.089
1569123872792.093
1569123873202.0957
1569123873552.098
1569123874232.1023
1569123874982.1072
1569123875532.1106
1569123876332.1157
1569123876992.12
1569123877732.1248
1569123878202.128
1569123878892.1323
1569123879712.1375
1569123880422.142
1569123881052.1462
1569123881722.1504
1569123882152.1533
1569123883002.1587
1569123883432.1614
1569123884142.166
1569123884762.17
1569123885112.172
1569123885642.1755
1569123886312.18
1569123887072.1848
1569123887532.1877
1569123888432.1936
1569123888932.1968
1569123889622.2012
1569123890082.204
1569123890432.2063
1569123891102.2107
1569123891552.2136
1569123892382.2188
1569123892912.2222
1569123893772.2278
1569123894452.2322
1569123894932.2354
1569123895772.2407
1569123896452.2449
1569123897162.2495
1569123897562.2522
1569123898462.2578
1569123899142.2622
1569123899812.2666
1569123900272.2695
1569123901102.275
1569123901542.2776
1569123902402.2832
1569123902962.2869
