time_stamp,value,flag
1572362986959,0,11
1572362987755,1,11
1572362988671,1,11
1572362989521,1,11
1572362990634,1,11
1572362991494,1,11
1572362992409,1,11
1572362993336,1,11
1572362994252,1,11
1572362995156,1,11
1572362996073,1,11
1572362996988,1,11
1572362997851,1,11
1572362998854,1,11
1572362999767,1,11
1572363000685,1,11
1572363001534,1,11
1572363004728,1,11
1572363005873,1,11
1572363006723,1,11
1572363007562,1,11
1572363008543,1,11
1572363009208,1,11
1572363009785,1,11
1572363010440,1,11
1572363011127,1,11
1572363011682,1,11
1572363012358,1,11
1572363013002,1,11
1572363013612,1,11
1572363014321,1,11
1572363014986,1,11
1572363015618,1,11
1572363016359,1,11
1572363017037,1,11
1572363017798,1,11
1572363018670,1,11
1572363019314,1,11
1572363020076,1,11
1572363020753,1,11
1572363021821,1,11
1572363022378,1,11
1572363023108,1,11
1572363023915,1,11
1572363024449,1,11
1572363025168,1,11
1572363026302,-1,11
1572363027752,1,11
1572363028494,1,11
1572363029323,1,11
1572363030021,1,11
1572363030643,1,11
1572363031438,1,11
1572363032015,1,11
1572363032647,1,11
1572363033422,-1,11
1572363034926,1,11
1572363035744,1,11
1572363036322,1,11
1572363037074,1,11
1572363043583,0,12
1572363045786,0,12
1572363047126,1,12
1572363048676,1,12
1572363050125,1,12
1572363051967,1,12
1572363053462,1,12
1572363054781,1,12
1572363056591,1,12
1572363058587,1,12
1572363061765,1,12
1572363066811,1,12
1572363069243,1,12
1572363070802,1,12
1572363074489,1,12
1572363075667,1,12
1572363077532,1,12
1572363081265,1,12
1572363082451,-1,12
1572363084721,1,12
1572363087447,1,12
1572363089455,1,12
1572363091495,-1,12
1572363093947,1,12
1572363095726,-1,12
1572363097506,1,12
1572363103614,1,12
1572363106177,1,12
1572363107661,1,12
1572363109832,1,12
1572363111065,1,12
1572363112396,1,12
1572363113596,1,12
1572363114811,1,12
1572363115888,1,12
1572363117000,1,12
1572363117983,1,12
1572363118933,1,12
1572363119979,1,12
1572363121583,1,12
1572363122804,1,12
1572363124376,-1,12
1572363126176,1,12
1572363127704,1,12
1572363128829,1,12
1572363130137,1,12
1572363131207,1,12
1572363132581,1,12
1572363133804,1,12
1572363136194,1,12
1572363137372,1,12
1572363138540,1,12
1572363139992,1,12
1572363141629,1,12
1572363142906,1,12
1572363143943,1,12
1572363145295,1,12
1572363146453,1,12
1572363147587,1,12
1572363148822,1,12
1572363155588,0,13
1572363156537,0,13
1572363157784,0,13
