time_stamp,value,flag
1569911408231,0,11
1569911409695,-1,11
1569911410622,-1,11
1569911411861,-1,11
1569911412896,-1,11
1569911414154,-1,11
1569911415205,-1,11
1569911416257,-1,11
1569911418655,-1,11
1569911419729,-1,11
1569911421856,-1,11
1569911424117,-1,11
1569911425700,-1,11
1569911427776,-1,11
1569911431240,-1,11
1569911435753,-1,11
1569911444388,-1,11
1569911447215,-1,11
1569911448537,-1,11
1569911451692,-1,11
1569911455722,-1,11
1569911458227,-1,11
1569911460891,-1,11
1569911462598,-1,11
1569911464614,-1,11
1569911465831,1,11
1569911470062,-1,11
1569911471160,-1,11
1569911473027,-1,11
1569911474379,-1,11
1569911475701,1,11
1569911480196,-1,11
1569911481542,1,11
1569911485179,1,11
1569911487510,1,11
1569911488973,1,11
1569911490684,1,11
1569911493431,1,11
1569911495490,1,11
1569911498223,1,11
1569911500103,-1,11
1569911501501,1,11
1569911503056,1,11
1569911504776,-1,11
1569911506902,1,11
1569911509153,-1,11
1569911510723,-1,11
1569911512577,-1,11
1569911514185,-1,11
1569911517617,1,11
1569911520799,1,11
1569911524733,1,11
1569911527285,-1,11
1569911528894,-1,11
1569911530233,-1,11
1569911531368,-1,11
1569911533345,-1,11
1569911534854,1,11
1569911536603,1,11
1569911538018,1,11
1569911545678,0,12
1569911547386,0,12
1569911548486,-1,12
1569911549831,-1,12
1569911554074,-1,12
1569911555278,-1,12
1569911556887,-1,12
1569911558242,-1,12
1569911559455,-1,12
1569911560471,-1,12
1569911561641,-1,12
1569911562755,-1,12
1569911563927,-1,12
1569911565050,-1,12
1569911566030,1,12
1569911567721,1,12
1569911569074,1,12
1569911570438,1,12
1569911571798,1,12
1569911573503,1,12
1569911574710,1,12
1569911576398,1,12
1569911577613,-1,12
1569911579064,1,12
1569911580328,-1,12
1569911581349,1,12
1569911582882,1,12
1569911584368,1,12
1569911585698,-1,12
1569911587498,-1,12
1569911588824,1,12
1569911590121,-1,12
1569911591477,1,12
1569911593001,1,12
1569911594332,1,12
1569911596060,1,12
1569911597322,-1,12
1569911598498,1,12
1569911599634,1,12
1569911600759,-1,12
1569911601898,1,12
1569911602979,1,12
1569911605028,1,12
1569911606107,1,12
1569911607275,1,12
1569911608494,1,12
1569911609505,-1,12
1569911610680,1,12
1569911611780,1,12
1569911612865,1,12
1569911613926,1,12
1569911614968,1,12
1569911616108,1,12
1569911617286,1,12
1569911618483,1,12
1569911619387,-1,12
1569911620496,1,12
1569911621576,1,12
1569911622601,1,12
1569911623647,1,12
1569911630701,0,13
1569911632463,0,13
1569911633908,0,13
1569911634577,-1,13
1569911635285,-1,13
1569911636482,-1,13
1569911637295,1,13
1569911638340,-1,13
1569911639425,-1,13
1569911640160,-1,13
1569911640759,1,13
1569911641777,-1,13
1569911642449,1,13
1569911643345,1,13
1569911643872,1,13
1569911644732,1,13
1569911645488,1,13
1569911646504,1,13
1569911647645,1,13
1569911648464,1,13
1569911649325,1,13
1569911650149,1,13
1569911650928,1,13
1569911652130,1,13
1569911653073,1,13
1569911654014,-1,13
1569911655029,1,13
1569911655940,1,13
1569911656700,1,13
1569911657617,1,13
1569911658531,-1,13
1569911659480,1,13
1569911660299,1,13
1569911661060,1,13
1569911662170,1,13
1569911664478,1,13
1569911667106,1,13
1569911668004,1,13
1569911668739,-1,13
1569911669554,1,13
1569911670392,-1,13
1569911671087,1,13
1569911671836,1,13
1569911672574,1,13
1569911673349,1,13
1569911674161,1,13
1569911675865,1,13
1569911677226,1,13
1569911678272,1,13
1569911678920,-1,13
1569911679720,1,13
1569911680421,1,13
1569911681094,1,13
1569911681757,1,13
1569911682449,1,13
1569911683328,1,13
1569911684578,1,13
1569911686757,1,13
1569911687479,1,13
1569911688280,1,13
1569911749231,0,21
1569911750050,1,21
1569911750876,1,21
1569911751558,1,21
1569911752200,1,21
1569911752761,1,21
1569911753281,-1,21
1569911753827,1,21
1569911754393,1,21
1569911754889,1,21
1569911755439,1,21
1569911755933,1,21
1569911756393,1,21
1569911756861,1,21
1569911757329,1,21
1569911757821,1,21
1569911758232,1,21
1569911758685,1,21
1569911759301,1,21
1569911759715,1,21
1569911760244,-1,21
1569911760658,1,21
1569911761108,1,21
1569911761613,-1,21
1569911762117,1,21
1569911762689,1,21
1569911763259,-1,21
1569911763787,1,21
1569911764377,1,21
1569911764948,1,21
1569911765720,1,21
1569911766239,1,21
1569911766782,1,21
1569911767300,-1,21
1569911767845,1,21
1569911768363,1,21
1569911768834,1,21
1569911769342,1,21
1569911769807,1,21
1569911770299,-1,21
1569911770790,1,21
1569911771260,1,21
1569911771761,1,21
1569911772287,-1,21
1569911772808,-1,21
1569911773311,1,21
1569911773866,1,21
1569911774370,1,21
1569911774832,1,21
1569911775313,1,21
1569911775820,1,21
1569911776372,1,21
1569911776849,1,21
1569911777358,1,21
1569911777799,1,21
1569911778287,1,21
1569911778700,-1,21
1569911779184,1,21
1569911779685,1,21
1569911780231,1,21
1569911780730,1,21
1569911781221,1,21
1569911781701,1,21
1569911782198,1,21
1569911782634,1,21
1569911783075,1,21
1569911783514,1,21
1569911784009,1,21
1569911784436,1,21
1569911784912,1,21
1569911785365,-1,21
