time_stamp,value,flag,mrr_30s,mhr_30s,sdrr_30s,sdhr_30s,cvrr_30s,rmsd_30s,prr20_30s,prr50_30s,reaction_time
1569164462512,1,11,0.3694029653903019,0.5614957748046745,0.3574580977069328,0.2900792836601176,0.2722392768534321,0.13530931584322325,0.4791666666666665,0.5377990430622008,1
1569164465071,1,11,0.3580283955246948,0.5698981106133996,0.3413728270562857,0.24790968663066826,0.25832121289793264,0.12190436757808555,0.4897540983606557,0.5503176719742724,1
1569164466257,1,11,0.3776608130084398,0.5495838416464416,0.3587687192794906,0.264652826896393,0.2697840200280193,0.13190675401672558,0.4145833333333333,0.5377990430622008,0
1569164467772,1,11,0.3710545752354513,0.5729777858367724,0.4022658900310174,0.3726240572427551,0.3256114623521165,0.1870006322739286,0.4791666666666665,0.5779904306220096,0
1569164469829,1,11,0.41234393429070426,0.5223703567183566,0.3968779757192549,0.3740515424628423,0.2986539981913463,0.1729819301222022,0.4791666666666665,0.5779904306220096,1
1569164471103,1,11,0.3222797084477236,0.6188138095736235,0.31872424790210263,0.32828135513785384,0.2482344238629368,0.19171864071667025,0.4262295081967213,0.5503176719742724,0
1569164472324,1,11,0.3109051496380175,0.6284862538809071,0.2977318969549485,0.30778205769920364,0.22811364090857025,0.17331083430273075,0.4262295081967213,0.5503176719742724,0
1569164473528,1,11,0.2574626458504037,0.6885620045287357,0.25375087759806125,0.2813159024838674,0.19995141940552186,0.1692533167093746,0.4375,0.4846426917734219,0
1569164474777,1,11,0.3222797084477236,0.5923563119053208,0.20771031446069174,0.18295203032727736,0.1126308540166927,0.18495850825665827,0.4897540983606557,0.5503176719742724,0
1569164475827,1,11,0.3214285470276508,0.6009538655505535,0.22918251503074186,0.2393816606200776,0.13925652956112122,0.20182156438777565,0.5,0.5624324741472451,0
1569164476820,1,11,0.3320293756230992,0.5828711099677681,0.2111254198417658,0.20906970966731372,0.11230555293216016,0.20226050628082184,0.4262295081967213,0.5107851596203623,0
1569164477997,1,11,0.2766524279160194,0.6615109548440872,0.2387797490447681,0.2756663764550193,0.1721975809036067,0.19649971080434314,0.4375,0.4846426917734219,0
1569164479055,1,11,0.2324509999009319,0.7278337710444927,0.26851755958338885,0.3385404173218558,0.2305569811064525,0.18446297956228566,0.4484126984126986,0.4210526315789476,0
1569164480043,1,11,0.21670940101595715,0.7449299147740431,0.2420285091487644,0.3358514376974826,0.20529287090813053,0.20116903089616534,0.4484126984126986,0.4210526315789476,0
1569164481268,1,11,0.17105875656323732,0.7947982006399146,0.20394451556262586,0.2783033818744478,0.17991378051771578,0.15107851611642098,0.3869047619047614,0.3827751196172249,0
