time_stamp,value,flag,mrr_30s,mhr_30s,sdrr_30s,sdhr_30s,cvrr_30s,rmsd_30s,prr20_30s,prr50_30s,reaction_time
1569166795437,1,11,0.6296020449123825,0.31761391311660603,0.4878969243179161,0.4459997181381583,0.4730933895355427,0.25828770945057133,0.49007692804964753,0.41514360313315946,0.03980690679539547
1569166796583,1,11,0.5870826467530081,0.3598691729790513,0.4727992380494974,0.4265960483050031,0.4708269685649562,0.2806589935034103,0.5003340013360051,0.34817025156450754,0.060304493130337915
1569166797427,1,11,0.5836549980244268,0.36407143131381137,0.47432575648357833,0.42735439342180515,0.4742040123945712,0.26482531628893535,0.45490981963927846,0.2659455427079449,0.037875974749350165
1569166798370,1,11,0.5733720518386809,0.37017805524687475,0.4626506159311192,0.39678007920271297,0.46321995617162215,0.23508364289187078,0.3640614562458251,0.18372083385138227,0.045228369847753434
1569166799654,1,11,0.49282184646144245,0.45116801417022234,0.4178407131847426,0.3664561574398131,0.43726421326628917,0.18753453085794458,0.3186372745490984,0.14260847942310084,0.07055328629780913
1569166800308,1,11,0.5288123673186274,0.41590335204562834,0.43613040440420847,0.3923700970009216,0.4466916842425246,0.19465024772603456,0.3640614562458251,0.18372083385138227,0.023765317489788343
1569166800952,1,11,0.5596612895586937,0.3809982626194275,0.433245245487315,0.3972216862218394,0.43045669108663964,0.19980289346933122,0.4094856379425518,0.22483318827966348,0.023022651318232452
1569166802011,1,11,0.6025071078730413,0.34164039137140634,0.4624691961212535,0.4296541173829844,0.4512106716305746,0.2569481692587763,0.4094856379425518,0.3070578971362261,0.05384329743780172
1569166802764,1,11,0.6400482974772848,0.302986151476329,0.47153369628429354,0.4393173135525834,0.4478745217554454,0.2676711341727631,0.4439200982610383,0.3315926892950394,0.031117712588191612
1569166803456,1,11,0.6069685543625134,0.3283313604723963,0.4238161641638769,0.40671512573055013,0.39947397773976223,0.2597515599732503,0.49007692804964753,0.3733681462140992,0.026587448941700703
1569166804262,1,11,0.5547374615602605,0.3728337151159593,0.36901789367310367,0.359267828952857,0.34858507434611896,0.27802826724128327,0.49007692804964753,0.3733681462140992,0.035053843297437805
1569166804953,1,11,0.5617016157683405,0.3691647188021596,0.38823031996377333,0.371309089342458,0.37095271837209376,0.33422644343119234,0.49007692804964753,0.41514360313315946,0.026513182324545116
1569166805674,1,11,0.5305261916829176,0.3881860760861562,0.3264025033655633,0.3106935850300223,0.302056844595072,0.28025340116719377,0.5003340013360051,0.43039496042107017,0.028741180839212774
