time_stamp,value,flag,mrr_30s,mhr_30s,sdrr_30s,sdhr_30s,cvrr_30s,rmsd_30s,prr20_30s,prr50_30s,reaction_time
1572372010959,1,11,585.8873506433823,113.02143415062694,187.10778826203577,34.98613948787723,31.935795858464342,241.09967994363134,92.0,80.0,865
1572372013374,1,11,559.4387299159788,117.33507190489325,175.13244147955837,34.0030809698067,31.30502629052179,240.29448650934918,92.3076923076923,82.6923076923077,2415
1572372013768,1,11,555.3893526517428,118.09302644997956,174.3177152124907,33.87971407851516,31.38657851112906,242.05632952678408,92.15686274509804,82.3529411764706,394
1572372014183,1,11,554.9103957841982,118.00082890115227,172.6686568592932,33.55907919037185,31.116493432291577,240.87402005426182,92.3076923076923,82.6923076923077,415
1572372014587,1,11,544.9103082620873,119.87347330279601,168.17749870651292,33.45101893099353,30.863335884191798,238.88984484780676,92.3076923076923,82.6923076923077,404
1572372015123,1,11,539.4591486150568,121.11061256753887,167.66980592769153,33.61877012114283,31.081094158500605,234.9962597614603,92.5925925925926,83.33333333333333,536
1572372015539,1,11,538.1527370876736,121.53192410262845,168.96141763262156,33.78756802581044,31.39655454453167,234.7039022913686,92.45283018867924,83.01886792452831,416
1572372015920,1,11,539.0955033735795,121.17123591237747,167.53560566438588,33.57996866157757,31.077166219338313,234.8031053601093,92.5925925925926,83.33333333333333,381
1572372016336,1,11,536.3008716724537,121.68777158687436,167.06600464878827,33.31135233242995,31.15154449176879,233.46258051532604,92.45283018867924,83.01886792452831,416
1572372016774,1,11,534.3681951349432,122.01224292852298,166.13132377013525,33.08908704473464,31.089298592739475,231.39085015684088,92.5925925925926,83.33333333333333,438
1572372017166,1,11,529.2772416548296,122.72375492075962,161.7609236611387,32.453813995543356,30.562607066833184,229.849087909363,92.5925925925926,83.33333333333333,392
1572372017570,1,11,526.2544904436384,123.50842353493798,161.87190466118062,32.68913447594462,30.7592443581281,228.9006528657404,92.72727272727273,83.63636363636364,404
1572372017953,1,11,525.0953879616477,123.90504884360195,163.12913575564616,32.854153964203924,31.066571806865863,229.2359357216444,92.5925925925926,83.33333333333333,383
1572372018467,1,11,532.0045365767046,122.46965413371132,164.907724833608,33.06561287274599,30.997428310431626,232.28148431741093,92.5925925925926,83.33333333333333,514
1572372018905,1,11,535.6409312855113,122.09535343641976,170.1296083041425,33.557998513315944,31.761875982076273,231.9823219805206,92.5925925925926,83.33333333333333,438
1572372019319,1,11,535.6409312855113,122.09535343641976,170.1296083041425,33.557998513315944,31.761875982076273,231.9823219805206,92.5925925925926,83.33333333333333,414
1572372019878,1,11,528.9330793108259,123.32492926333009,166.32731431712872,33.29498923194478,31.445814380496895,234.89089624075248,92.72727272727273,85.45454545454545,559
1572372020381,1,11,523.0953702059659,124.28378893477155,161.967063481418,32.81226294572026,30.963199582065574,234.1910479989951,92.5925925925926,85.18518518518519,503
1572372020817,1,11,525.1830487932477,123.73852865424513,161.24648997182982,32.767644629717935,30.702912126036416,235.1036663597351,92.72727272727273,85.45454545454545,436
1572372021211,1,11,526.0759146554129,123.59191933840432,161.69338666923133,32.878262232558136,30.73575165955711,233.8513451327781,90.9090909090909,83.63636363636364,394
1572372021616,1,11,523.3377963952851,124.26856586160841,161.57111856806944,32.981424929213034,30.873198855683697,234.34391628946483,91.07142857142857,83.92857142857143,405
1572372022053,1,11,525.5401960100446,123.80909885426799,162.16768400244837,33.09531770260792,30.85733217623355,236.4301158215097,90.9090909090909,85.45454545454545,437
1572372022435,1,11,525.9693881921601,123.64628743734274,161.1896627036047,33.10713770102895,30.646206095308905,237.51908314701265,91.07142857142857,85.71428571428571,382
1572372022839,1,11,527.6830662318638,123.36258230944152,162.12363913123124,33.3367676156683,30.723676673754426,239.65344761050946,90.9090909090909,87.27272727272727,404
1572372023518,1,11,523.6408247514205,123.80041238203607,156.77869123451688,32.725758129458846,29.940119987577724,231.53081732872158,90.74074074074075,87.03703703703704,679
1572372023943,1,11,526.9687761579241,123.09873208583728,157.3304533832881,32.84927489755991,29.855744875506375,230.99597131774482,90.9090909090909,87.27272727272727,425
1572372024306,1,11,527.1473519461496,123.06265676686564,157.3511922543392,32.863786269147504,29.84956514974836,231.99737835297094,92.72727272727273,89.0909090909091,363
1572372024632,1,11,527.1473519461496,123.06265676686564,157.3511922543392,32.863786269147504,29.84956514974836,231.99737835297094,92.72727272727273,89.0909090909091,326
1572372025004,1,11,525.3616202218192,123.49555425331562,157.65422418129145,32.836038762835734,30.008706025142526,230.97235368085128,92.72727272727273,89.0909090909091,372
1572372025376,1,11,525.7187761579241,123.3389094904416,157.29504866659002,32.64672993331901,29.919998257650043,218.01361342698502,92.72727272727273,89.0909090909091,372
1572372025835,1,11,515.7186889648438,125.08257379456079,148.69081449072934,32.050013439861814,28.831767719952747,212.848405903657,90.9090909090909,87.27272727272727,459
1572372026218,1,11,515.2675567091557,125.03635219176354,147.39659475263747,31.76448049645983,28.60583648891287,211.54806312383542,91.07142857142857,87.5,383
1572372026622,1,11,511.2324304413377,126.22897982439824,148.7348851947036,32.21245050316779,29.093397902457685,210.5114592284298,91.07142857142857,87.5,404
