time_stamp,value,flag
1572372010094,0,11
1572372010959,1,11
1572372013374,1,11
1572372013768,1,11
1572372014183,1,11
1572372014587,1,11
1572372015123,1,11
1572372015539,1,11
1572372015920,1,11
1572372016336,1,11
1572372016774,1,11
1572372017166,1,11
1572372017570,1,11
1572372017953,1,11
1572372018467,1,11
1572372018905,1,11
1572372019319,1,11
1572372019878,1,11
1572372020381,1,11
1572372020817,1,11
1572372021211,1,11
1572372021616,1,11
1572372022053,1,11
1572372022435,1,11
1572372022839,1,11
1572372023518,1,11
1572372023943,1,11
1572372024306,1,11
1572372024632,1,11
1572372025004,1,11
1572372025376,1,11
1572372025835,1,11
1572372026218,1,11
1572372026622,1,11
1572372027015,1,11
1572372027442,1,11
1572372027824,1,11
1572372028272,1,11
1572372028655,1,11
1572372029059,1,11
1572372029596,1,11
1572372030010,1,11
1572372030371,1,11
1572372030721,-1,11
1572372031409,1,11
1572372031868,-1,11
1572372032470,1,11
1572372033464,1,11
1572372034230,1,11
1572372034951,1,11
1572372035639,1,11
1572372036273,1,11
1572372036897,1,11
1572372037433,1,11
1572372038066,1,11
1572372039410,1,11
1572372040066,1,11
1572372041006,1,11
1572372041662,1,11
1572372042274,1,11
1572372052056,0,12
1572372052319,0,12
1572372053095,1,12
1572372053925,1,12
1572372054953,-1,12
1572372055761,1,12
1572372056898,1,12
1572372057521,1,12
1572372058428,1,12
1572372059073,1,12
1572372060013,1,12
1572372060614,1,12
1572372061532,1,12
1572372062133,1,12
1572372063008,1,12
1572372063576,1,12
1572372064494,1,12
1572372065083,1,12
1572372066013,1,12
1572372066570,1,12
1572372067467,1,12
1572372068013,1,12
1572372069184,1,12
1572372069696,1,12
1572372071742,1,12
1572372072298,1,12
1572372073379,1,12
1572372073948,1,12
1572372074942,1,12
1572372075456,1,12
1572372076735,1,12
1572372077183,-1,12
1572372079075,1,12
1572372079818,1,12
1572372081130,1,12
1572372081654,1,12
1572372083490,-1,12
1572372084594,1,12
1572372091580,1,12
1572372095110,-1,12
1572372096466,1,12
1572372100008,1,12
1572372100533,1,12
1572372101681,1,12
1572372102205,1,12
1572372103725,1,12
1572372104599,-1,12
1572372105880,1,12
1572372106568,1,12
1572372107563,1,12
1572372108087,1,12
1572372108963,1,12
1572372109563,1,12
1572372110383,1,12
1572372110875,1,12
1572372111782,-1,12
1572372112318,1,12
1572372113991,1,12
1572372114472,1,12
1572372115325,1,12
1572372126881,0,13
1572372127188,0,13
1572372127690,0,13
1572372129046,1,13
1572372129396,1,13
1572372129921,1,13
1572372131331,1,13
1572372131987,1,13
1572372132545,1,13
1572372133748,1,13
1572372134317,1,13
1572372135115,1,13
1572372136253,1,13
1572372137400,1,13
1572372138143,1,13
1572372139522,1,13
1572372140112,1,13
1572372140747,1,13
1572372141785,1,13
1572372142375,1,13
1572372143009,1,13
1572372144124,1,13
1572372144747,1,13
1572372145348,1,13
1572372146420,1,13
1572372147065,-1,13
1572372147732,1,13
1572372148836,1,13
1572372149580,1,13
1572372150390,1,13
1572372152194,-1,13
1572372152926,1,13
1572372153692,1,13
1572372154676,1,13
1572372155310,1,13
