time_stamp,value,flag,mrr_30s,mhr_30s,sdrr_30s,sdhr_30s,cvrr_30s,rmsd_30s,prr20_30s,prr50_30s,reaction_time
1569917955753,1,11,0.13741232233184064,0.8341590642339165,0.1673233216911616,0.31798218776956944,0.2068821270155281,0.17929701920160435,0.703082877352196,0.7031742346346479,2
1569917959284,-1,11,0.19519926751491926,0.780563583783739,0.278419967966022,0.4517540412370646,0.3496283117852781,0.3545715857430962,0.8519142003801252,0.8384506376948511,3
1569917959776,1,11,0.1993605983013791,0.772021962645586,0.27200224043288235,0.4324702329636692,0.3329972787859368,0.3553374201390596,0.8519142003801252,0.8384506376948511,1
1569917960314,1,11,0.20533906391758985,0.7600139437847986,0.2598602220259618,0.41078801965713785,0.3038155840984245,0.3696518149011823,0.8558654744428141,0.8922352316826432,2
1569917960917,1,11,0.20756847238944287,0.7597668613098589,0.2714253351275404,0.42504971235837896,0.32261570122772065,0.3620939305851536,0.8478242851222553,0.8806262230919768,2
1569917961380,1,11,0.18937343692363706,0.7799930305672325,0.2443976842612709,0.4113111855420044,0.2931885723810668,0.4722147783425159,0.8519142003801252,0.8865308050475741,1
1569917962207,1,11,0.16687448835609509,0.8067781899473982,0.2315249110578981,0.3757787399080517,0.2946781346347711,0.4272415280391448,0.8558654744428141,0.8922352316826432,2
1569917962732,1,11,0.1743926339012205,0.7985094232261756,0.23872100359598505,0.3921648387506633,0.299582816611208,0.4500629571947297,0.8519142003801252,0.9346109724002968,2
1569917963114,1,11,0.1951992471963182,0.7695781987052781,0.2390503649206284,0.3950534294141774,0.2767352439193238,0.4471657686866011,0.8519142003801252,0.9346109724002968,1
1569917963451,1,11,0.19961027056295544,0.7605303320756494,0.2283643324619371,0.3802070563633469,0.2520630367156449,0.4268139531807749,0.8558654744428141,0.9395004809446416,1
1569917963794,1,11,0.18406076852020847,0.7798899282562033,0.22358379147725227,0.36157926333078816,0.2604774998097974,0.4194742156847995,0.8558654744428141,0.9395004809446416,1
1569917964192,1,11,0.17669521702416624,0.7951460223476232,0.2349000252532933,0.3982673226058711,0.28983829657140303,0.4194741947509813,0.8558654744428141,0.9395004809446416,1
