time_stamp,red
1569961020962,13690.0
1569961020963,13867.0
1569961020969,14012.0
1569961020979,14227.0
1569961020989,14354.0
1569961021000,14479.0
1569961021011,14573.0
1569961021019,14634.0
1569961021029,14651.0
1569961021039,14664.0
1569961021050,14715.0
1569961021061,14808.0
1569961021070,14936.0
1569961021081,15110.0
1569961021095,15223.0
1569961021101,15274.0
1569961021111,15282.0
1569961021121,15297.0
1569961021131,15319.0
1569961021141,15314.0
1569961021151,15271.0
1569961021162,15233.0
1569961021171,15237.0
1569961021181,15258.0
1569961021191,15261.0
1569961021201,15263.0
1569961021212,15286.0
1569961021221,15322.0
1569961021231,15409.0
1569961021242,15497.0
1569961021252,15561.0
1569961021262,15619.0
1569961021272,15634.0
1569961021282,15666.0
1569961021291,15713.0
1569961021301,15794.0
1569961021312,15865.0
1569961021321,15913.0
1569961021331,15937.0
1569961021342,15936.0
1569961021352,15915.0
1569961021362,15893.0
1569961021371,15894.0
1569961021382,15943.0
1569961021391,15984.0
1569961021401,16026.0
1569961021413,16009.0
1569961021422,15960.0
1569961021432,15871.0
1569961021442,15801.0
1569961021454,15744.0
1569961021464,15684.0
1569961021472,15620.0
1569961021482,15561.0
1569961021492,15440.0
1569961021502,15356.0
1569961021513,15278.0
1569961021522,15111.0
1569961021532,14949.0
1569961021542,14890.0
1569961021552,14894.0
1569961021563,14923.0
1569961021572,15006.0
1569961021582,15036.0
1569961021592,15033.0
1569961021602,15067.0
1569961021614,15107.0
1569961021624,15135.0
1569961021636,15118.0
1569961021644,15108.0
1569961021654,15174.0
1569961021664,15300.0
1569961021675,15398.0
1569961021684,15480.0
1569961021695,15533.0
1569961021705,15533.0
1569961021715,15519.0
1569961021725,15512.0
1569961021735,15484.0
1569961021745,15431.0
1569961021755,15420.0
1569961021765,15432.0
1569961021775,15477.0
1569961021785,15519.0
1569961021795,15553.0
1569961021805,15561.0
1569961021816,15558.0
1569961021825,15493.0
1569961021835,15417.0
1569961021845,15419.0
1569961021855,15479.0
1569961021865,15502.0
1569961021875,15495.0
1569961021885,15450.0
1569961021895,15395.0
1569961021905,15355.0
1569961021915,15372.0
1569961021925,15440.0
1569961021936,15541.0
1569961021946,15618.0
1569961021956,15619.0
1569961021966,15592.0
1569961021976,15581.0
1569961021986,15597.0
1569961021998,15595.0
1569961022006,15605.0
1569961022014,15606.0
1569961022024,15577.0
1569961022034,15535.0
1569961022044,15492.0
1569961022054,15466.0
1569961022064,15476.0
1569961022076,15507.0
1569961022086,15546.0
1569961022097,15530.0
1569961022106,15499.0
1569961022117,15431.0
1569961022126,15400.0
1569961022136,15384.0
1569961022146,15419.0
1569961022156,15441.0
1569961022168,15436.0
1569961022179,15443.0
1569961022187,15463.0
1569961022195,15486.0
1569961022205,15499.0
1569961022215,15484.0
1569961022225,15458.0
1569961022235,15428.0
1569961022245,15423.0
1569961022257,15439.0
1569961022267,15441.0
1569961022277,15426.0
1569961022287,15432.0
1569961022297,15511.0
1569961022307,15613.0
1569961022317,15690.0
1569961022327,15754.0
1569961022337,15795.0
1569961022348,15822.0
1569961022360,15823.0
1569961022368,15817.0
1569961022376,15839.0
1569961022385,15853.0
1569961022396,15859.0
1569961022406,15886.0
1569961022417,15929.0
1569961022427,15996.0
1569961022438,16049.0
1569961022448,16111.0
1569961022458,16171.0
1569961022468,16192.0
1569961022478,16211.0
1569961022488,16239.0
1569961022498,16272.0
1569961022508,16306.0
1569961022518,16320.0
1569961022528,16311.0
1569961022538,16285.0
1569961022548,16270.0
1569961022558,16264.0
1569961022569,16272.0
1569961022579,16289.0
1569961022588,16299.0
1569961022598,16323.0
1569961022609,16351.0
1569961022619,16375.0
1569961022629,16398.0
1569961022639,16427.0
1569961022649,16441.0
1569961022659,16449.0
1569961022669,16448.0
1569961022679,16443.0
1569961022689,16444.0
1569961022699,16460.0
1569961022715,16482.0
1569961022719,16487.0
1569961022729,16489.0
1569961022739,16468.0
1569961022749,16478.0
1569961022759,16470.0
1569961022769,16471.0
1569961022780,16480.0
1569961022790,16494.0
1569961022800,16520.0
1569961022810,16532.0
1569961022820,16529.0
1569961022830,16509.0
1569961022840,16492.0
1569961022850,16524.0
1569961022860,16541.0
1569961022870,16565.0
1569961022880,16595.0
1569961022896,16643.0
1569961022900,16667.0
1569961022910,16695.0
1569961022920,16738.0
1569961022930,16785.0
1569961022940,16844.0
1569961022950,16892.0
1569961022961,16915.0
1569961022970,16927.0
1569961022980,16942.0
1569961022990,16971.0
1569961023000,17001.0
1569961023010,17018.0
1569961023021,17034.0
1569961023031,17060.0
1569961023040,17083.0
1569961023053,17119.0
1569961023061,17168.0
1569961023074,17197.0
1569961023081,17208.0
1569961023091,17206.0
1569961023101,17184.0
1569961023111,17182.0
1569961023121,17199.0
1569961023132,17221.0
1569961023141,17244.0
1569961023151,17263.0
1569961023161,17276.0
1569961023171,17273.0
1569961023181,17277.0
1569961023191,17293.0
1569961023201,17301.0
1569961023211,17301.0
1569961023221,17287.0
1569961023232,17288.0
1569961023242,17285.0
1569961023257,17256.0
1569961023261,17222.0
1569961023271,17194.0
1569961023281,17187.0
1569961023291,17199.0
1569961023301,17179.0
1569961023311,17153.0
1569961023322,17113.0
1569961023332,17060.0
1569961023342,17022.0
1569961023352,16986.0
1569961023362,16954.0
1569961023372,16944.0
1569961023382,16915.0
1569961023392,16887.0
1569961023402,16856.0
1569961023412,16828.0
1569961023422,16828.0
1569961023434,16827.0
1569961023442,16818.0
1569961023452,16805.0
1569961023462,16778.0
1569961023472,16766.0
1569961023482,16751.0
1569961023492,16767.0
1569961023502,16780.0
1569961023512,16800.0
1569961023522,16828.0
1569961023532,16858.0
1569961023542,16877.0
1569961023554,16907.0
1569961023562,16948.0
1569961023572,17034.0
1569961023583,17179.0
1569961023593,17381.0
1569961023603,17615.0
1569961023615,17894.0
1569961023623,18126.0
1569961023633,18255.0
1569961023643,18309.0
1569961023653,18332.0
1569961023663,18318.0
1569961023674,18290.0
1569961023683,18245.0
1569961023694,18189.0
1569961023705,18124.0
1569961023713,18077.0
1569961023724,18035.0
1569961023734,18023.0
1569961023744,18005.0
1569961023754,17977.0
1569961023764,17926.0
1569961023775,17849.0
1569961023784,17774.0
1569961023794,17697.0
1569961023804,17625.0
1569961023814,17556.0
1569961023825,17500.0
1569961023836,17445.0
1569961023843,17404.0
1569961023853,17373.0
1569961023863,17332.0
1569961023872,17272.0
1569961023882,17185.0
1569961023892,17110.0
1569961023902,17055.0
1569961023913,17030.0
1569961023923,17020.0
1569961023934,16980.0
1569961023944,16939.0
1569961023954,16878.0
1569961023964,16804.0
1569961023975,16742.0
1569961023984,16673.0
1569961023994,16625.0
1569961024004,16548.0
1569961024015,16452.0
1569961024025,16380.0
1569961024034,16310.0
1569961024044,16266.0
1569961024054,16232.0
1569961024064,16200.0
1569961024075,16157.0
1569961024085,16111.0
1569961024095,16071.0
1569961024105,16043.0
1569961024115,16021.0
1569961024125,16007.0
1569961024135,15973.0
1569961024146,15964.0
1569961024163,15966.0
1569961024172,15984.0
1569961024174,16013.0
1569961024184,16034.0
1569961024194,16051.0
1569961024204,16052.0
1569961024214,16051.0
1569961024224,16045.0
1569961024238,16017.0
1569961024249,15989.0
1569961024254,15959.0
1569961024264,15962.0
1569961024274,15981.0
1569961024284,16040.0
1569961024294,16092.0
1569961024304,16131.0
1569961024319,16138.0
1569961024329,16126.0
1569961024347,16111.0
1569961024352,16102.0
1569961024355,16088.0
1569961024365,16088.0
1569961024375,16083.0
1569961024385,16105.0
1569961024395,16120.0
1569961024405,16132.0
1569961024419,16128.0
1569961024428,16137.0
1569961024438,16158.0
1569961024448,16194.0
1569961024458,16235.0
1569961024470,16272.0
1569961024480,16292.0
1569961024493,16330.0
1569961024497,16371.0
1569961024508,16405.0
1569961024516,16388.0
1569961024526,16373.0
1569961024537,16362.0
1569961024546,16367.0
1569961024556,16392.0
1569961024567,16431.0
1569961024577,16463.0
1569961024587,16444.0
1569961024600,16439.0
1569961024612,16427.0
1569961024617,16436.0
1569961024627,16450.0
1569961024637,16455.0
1569961024647,16482.0
1569961024657,16491.0
1569961024667,16534.0
1569961024678,16559.0
1569961024692,16589.0
1569961024705,16616.0
1569961024713,16616.0
1569961024716,16634.0
1569961024726,16647.0
1569961024736,16649.0
1569961024746,16614.0
1569961024757,16570.0
1569961024766,16531.0
1569961024778,16508.0
1569961024788,16514.0
1569961024798,16509.0
1569961024809,16520.0
1569961024822,16532.0
1569961024831,16527.0
1569961024841,16533.0
1569961024851,16537.0
1569961024859,16529.0
1569961024868,16520.0
1569961024878,16531.0
1569961024889,16527.0
1569961024901,16523.0
1569961024911,16543.0
1569961024921,16572.0
1569961024931,16571.0
1569961024941,16576.0
1569961024953,16598.0
1569961024965,16610.0
1569961024973,16594.0
1569961024980,16582.0
1569961024990,16594.0
1569961024999,16616.0
1569961025009,16644.0
1569961025019,16628.0
1569961025031,16547.0
1569961025042,16488.0
1569961025055,16457.0
1569961025059,16449.0
1569961025070,16474.0
1569961025079,16510.0
1569961025090,16541.0
1569961025099,16571.0
1569961025110,16613.0
1569961025121,16666.0
1569961025132,16743.0
1569961025143,16797.0
1569961025151,16767.0
1569961025160,16730.0
1569961025170,16713.0
1569961025179,16702.0
1569961025189,16691.0
1569961025199,16709.0
1569961025209,16724.0
1569961025218,16723.0
1569961025228,16717.0
1569961025238,16715.0
1569961025249,16726.0
1569961025260,16739.0
1569961025270,16745.0
1569961025280,16732.0
1569961025290,16713.0
1569961025300,16678.0
1569961025311,16654.0
1569961025322,16645.0
1569961025332,16635.0
1569961025342,16655.0
1569961025353,16680.0
1569961025362,16679.0
1569961025373,16665.0
1569961025383,16673.0
1569961025394,16672.0
1569961025403,16680.0
1569961025418,16690.0
1569961025424,16681.0
1569961025432,16654.0
1569961025440,16633.0
1569961025450,16614.0
1569961025460,16613.0
1569961025473,16647.0
1569961025484,16650.0
1569961025492,16636.0
1569961025500,16649.0
1569961025510,16652.0
1569961025520,16643.0
1569961025533,16651.0
1569961025544,16679.0
1569961025553,16695.0
1569961025560,16693.0
1569961025570,16683.0
1569961025580,16697.0
1569961025590,16747.0
1569961025600,16815.0
1569961025613,16842.0
1569961025624,16830.0
1569961025634,16788.0
1569961025644,16727.0
1569961025654,16709.0
1569961025664,16710.0
1569961025674,16717.0
1569961025685,16709.0
1569961025694,16664.0
1569961025704,16605.0
1569961025713,16587.0
1569961025722,16593.0
1569961025733,16622.0
1569961025742,16645.0
1569961025753,16681.0
1569961025763,16696.0
1569961025772,16717.0
1569961025781,16714.0
1569961025791,16704.0
1569961025802,16697.0
1569961025811,16662.0
1569961025821,16614.0
1569961025831,16563.0
1569961025841,16524.0
1569961025851,16493.0
1569961025861,16470.0
1569961025873,16454.0
1569961025883,16439.0
1569961025893,16404.0
1569961025903,16365.0
1569961025913,16327.0
1569961025923,16310.0
1569961025933,16295.0
1569961025943,16301.0
1569961025958,16309.0
1569961025968,16338.0
1569961025973,16377.0
1569961025982,16385.0
1569961025992,16395.0
1569961026003,16384.0
1569961026012,16389.0
1569961026022,16397.0
1569961026035,16415.0
1569961026045,16457.0
1569961026056,16517.0
1569961026065,16527.0
1569961026076,16537.0
1569961026086,16519.0
1569961026094,16521.0
1569961026104,16517.0
1569961026113,16553.0
1569961026124,16579.0
1569961026134,16580.0
1569961026144,16569.0
1569961026156,16543.0
1569961026167,16530.0
1569961026176,16552.0
1569961026186,16591.0
1569961026194,16623.0
1569961026204,16629.0
1569961026215,16660.0
1569961026224,16695.0
1569961026237,16720.0
1569961026247,16702.0
1569961026258,16664.0
1569961026267,16667.0
1569961026275,16680.0
1569961026285,16691.0
1569961026295,16671.0
1569961026305,16657.0
1569961026315,16637.0
1569961026325,16642.0
1569961026337,16641.0
1569961026347,16636.0
1569961026357,16639.0
1569961026367,16654.0
1569961026378,16680.0
1569961026388,16655.0
1569961026397,16643.0
1569961026408,16645.0
1569961026415,16666.0
1569961026425,16677.0
1569961026435,16681.0
1569961026445,16688.0
1569961026455,16693.0
1569961026465,16719.0
1569961026478,16716.0
1569961026490,16704.0
1569961026504,16690.0
1569961026511,16666.0
1569961026515,16638.0
1569961026525,16621.0
1569961026535,16622.0
1569961026545,16634.0
1569961026559,16637.0
1569961026569,16651.0
1569961026579,16644.0
1569961026589,16645.0
1569961026596,16656.0
1569961026606,16686.0
1569961026616,16711.0
1569961026627,16752.0
1569961026637,16765.0
1569961026646,16725.0
1569961026657,16693.0
1569961026667,16670.0
1569961026680,16647.0
1569961026690,16612.0
1569961026695,16602.0
1569961026705,16612.0
1569961026715,16638.0
1569961026725,16663.0
1569961026740,16666.0
1569961026750,16671.0
1569961026760,16665.0
1569961026770,16647.0
1569961026778,16618.0
1569961026787,16595.0
1569961026797,16576.0
1569961026807,16557.0
1569961026817,16557.0
1569961026827,16550.0
1569961026840,16505.0
1569961026851,16467.0
1569961026864,16435.0
1569961026871,16413.0
1569961026876,16399.0
1569961026886,16407.0
1569961026896,16406.0
1569961026906,16390.0
1569961026916,16364.0
1569961026926,16336.0
1569961026940,16310.0
1569961026951,16300.0
1569961026963,16285.0
1569961026970,16267.0
1569961026980,16251.0
1569961026989,16237.0
1569961026999,16238.0
1569961027009,16259.0
1569961027019,16273.0
1569961027033,16284.0
1569961027047,16300.0
1569961027053,16313.0
1569961027057,16325.0
1569961027067,16331.0
1569961027077,16324.0
1569961027087,16339.0
1569961027097,16326.0
1569961027108,16302.0
1569961027121,16282.0
1569961027131,16279.0
1569961027141,16278.0
1569961027151,16283.0
1569961027161,16280.0
1569961027171,16274.0
1569961027181,16252.0
1569961027191,16220.0
1569961027201,16199.0
1569961027216,16207.0
1569961027220,16228.0
1569961027229,16241.0
1569961027239,16257.0
1569961027249,16241.0
1569961027259,16213.0
1569961027269,16199.0
1569961027280,16194.0
1569961027292,16198.0
1569961027301,16188.0
1569961027311,16183.0
1569961027321,16155.0
1569961027331,16157.0
1569961027342,16163.0
1569961027352,16181.0
1569961027362,16190.0
1569961027371,16182.0
1569961027381,16137.0
1569961027401,16096.0
1569961027406,16064.0
1569961027413,16056.0
1569961027419,16075.0
1569961027429,16090.0
1569961027439,16071.0
1569961027455,16031.0
1569961027463,15990.0
1569961027472,15999.0
1569961027482,16027.0
1569961027492,16068.0
1569961027502,16091.0
1569961027513,16122.0
1569961027522,16135.0
1569961027532,16152.0
1569961027542,16174.0
1569961027553,16188.0
1569961027563,16233.0
1569961027582,16321.0
1569961027587,16407.0
1569961027592,16465.0
1569961027600,16525.0
1569961027610,16604.0
1569961027620,16659.0
1569961027633,16701.0
1569961027641,16729.0
1569961027652,16703.0
1569961027661,16627.0
1569961027671,16544.0
1569961027682,16461.0
1569961027691,16436.0
1569961027701,16453.0
1569961027716,16452.0
1569961027723,16462.0
1569961027732,16470.0
1569961027740,16458.0
1569961027750,16460.0
1569961027760,16473.0
1569961027773,16465.0
1569961027784,16473.0
1569961027794,16456.0
1569961027804,16405.0
1569961027814,16349.0
1569961027824,16277.0
1569961027834,16256.0
1569961027844,16277.0
1569961027854,16322.0
1569961027864,16356.0
1569961027874,16395.0
1569961027884,16400.0
1569961027894,16394.0
1569961027904,16405.0
1569961027914,16497.0
1569961027924,16694.0
1569961027939,16921.0
1569961027943,17113.0
1569961027955,17321.0
1569961027966,17530.0
1569961027976,17682.0
1569961027992,17829.0
1569961027994,18027.0
1569961028001,18127.0
1569961028012,18226.0
1569961028022,18216.0
1569961028032,18205.0
1569961028042,18248.0
1569961028054,18325.0
1569961028063,18363.0
1569961028073,18385.0
1569961028083,18481.0
1569961028093,18567.0
1569961028104,18657.0
1569961028114,18692.0
1569961028125,18690.0
1569961028135,18692.0
1569961028145,18667.0
1569961028155,18581.0
1569961028165,18532.0
1569961028176,18528.0
1569961028185,18541.0
1569961028195,18541.0
1569961028205,18573.0
1569961028216,18651.0
1569961028226,18736.0
1569961028236,18868.0
1569961028246,18977.0
1569961028256,19023.0
1569961028266,19024.0
1569961028276,19013.0
1569961028286,19009.0
1569961028299,18991.0
1569961028306,18935.0
1569961028314,18893.0
1569961028324,18845.0
1569961028334,18842.0
1569961028344,18896.0
1569961028355,18982.0
1569961028366,19016.0
1569961028376,19027.0
1569961028386,19068.0
1569961028397,19079.0
1569961028407,19044.0
1569961028418,18936.0
1569961028426,18779.0
1569961028437,18601.0
1569961028447,18428.0
1569961028455,18321.0
1569961028465,18293.0
1569961028475,18266.0
1569961028484,18267.0
1569961028495,18279.0
1569961028505,18208.0
1569961028515,18144.0
1569961028525,18092.0
1569961028537,18051.0
1569961028547,17997.0
1569961028558,17953.0
1569961028567,17938.0
1569961028575,17932.0
1569961028585,17921.0
1569961028596,17901.0
1569961028605,17821.0
1569961028615,17709.0
1569961028625,17637.0
1569961028638,17586.0
1569961028649,17541.0
1569961028662,17453.0
1569961028668,17234.0
1569961028675,17065.0
1569961028685,16629.0
1569961028695,16230.0
1569961028705,15665.0
1569961028719,15166.0
1569961028729,14855.0
1569961028739,14576.0
1569961028750,14166.0
1569961028759,13741.0
1569961028769,13478.0
1569961028776,13261.0
1569961028787,13136.0
