time_stamp,value,flag
1569961223498,0,11
1569961224587,1,11
1569961225795,1,11
1569961226611,1,11
1569961229090,1,11
1569961230336,1,11
1569961231640,1,11
1569961232513,1,11
1569961234185,1,11
1569961234993,1,11
1569961235865,1,11
1569961236953,1,11
1569961237685,1,11
1569961238356,1,11
1569961239355,1,11
1569961240341,1,11
1569961241430,1,11
1569961242292,1,11
1569961243231,1,11
1569961244737,1,11
1569961245357,1,11
1569961246048,1,11
1569961246855,1,11
1569961247499,1,11
1569961248271,1,11
1569961248904,1,11
1569961249529,1,11
1569961251329,1,11
1569961252341,1,11
1569961252986,1,11
1569961253554,1,11
1569961254159,1,11
1569961255019,1,11
1569961255661,1,11
1569961256317,1,11
1569961256971,1,11
1569961257664,1,11
1569961258231,1,11
1569961258825,1,11
1569961259455,1,11
1569961260101,1,11
1569961260686,1,11
1569961261409,1,11
1569961262172,1,11
1569961262895,1,11
1569961264087,1,11
1569961265267,1,11
1569961266116,1,11
1569961266814,1,11
1569961267790,1,11
1569961268548,1,11
1569961269099,1,11
1569961270150,1,11
1569961270771,1,11
1569961271544,1,11
1569961272776,1,11
1569961273827,1,11
1569961274680,1,11
1569961275400,1,11
1569961276108,1,11
1569961286140,0,12
1569961287624,0,12
1569961288576,1,12
1569961290144,1,12
1569961291918,-1,12
1569961292780,1,12
1569961293834,1,12
1569961294492,1,12
1569961295314,1,12
1569961296246,1,12
1569961296878,1,12
1569961297597,1,12
1569961298206,1,12
1569961298837,1,12
1569961299344,1,12
1569961300031,1,12
1569961300600,1,12
1569961301091,1,12
1569961301632,1,12
1569961302149,1,12
1569961302719,1,12
1569961303233,1,12
1569961303737,-1,12
1569961305699,1,12
1569961306308,-1,12
1569961308059,1,12
1569961308699,1,12
1569961309241,1,12
1569961309685,-1,12
1569961310814,1,12
1569961311383,1,12
1569961312024,-1,12
1569961312628,1,12
1569961313335,1,12
1569961313909,1,12
1569961314376,1,12
1569961314843,-1,12
1569961315409,1,12
1569961315937,1,12
1569961316465,-1,12
1569961318364,1,12
1569961318981,1,12
1569961319445,1,12
1569961320072,1,12
1569961320726,1,12
1569961321407,1,12
1569961322360,1,12
1569961323332,1,12
1569961326345,1,12
1569961327560,1,12
1569961328187,1,12
1569961328691,1,12
1569961330409,1,12
1569961331089,1,12
1569961331582,1,12
1569961333711,1,12
1569961334445,1,12
1569961335093,1,12
1569961335658,1,12
1569961336253,1,12
1569961346497,0,13
1569961347846,0,13
1569961348763,0,13
1569961350625,-1,13
1569961351887,-1,13
1569961352696,1,13
1569961353806,-1,13
1569961354438,1,13
1569961355018,1,13
1569961355644,-1,13
1569961356376,1,13
1569961357030,-1,13
1569961357584,1,13
1569961358224,1,13
1569961358689,1,13
1569961359219,1,13
1569961359707,1,13
1569961360847,1,13
1569961361552,1,13
1569961362019,1,13
1569961362505,1,13
1569961362981,1,13
1569961363435,1,13
1569961363902,1,13
1569961364378,1,13
1569961364880,-1,13
1569961365219,1,13
1569961365953,1,13
1569961366441,1,13
1569961366844,1,13
1569961367234,-1,13
1569961368448,-1,13
1569961370070,1,13
1569961370575,1,13
1569961370964,1,13
1569961371330,1,13
1569961371680,1,13
1569961372059,1,13
1569961372411,-1,13
1569961372685,1,13
1569961373383,-1,13
1569961374772,1,13
1569961375248,1,13
1569961375649,1,13
1569961376064,1,13
1569961376441,1,13
1569961376795,1,13
1569961377149,1,13
1569961377480,1,13
1569961377808,-1,13
1569961378174,1,13
1569961378701,1,13
1569961379041,1,13
1569961379328,1,13
1569961379669,1,13
1569961380048,1,13
1569961380812,1,13
1569961381240,1,13
1569961381814,1,13
1569961382196,1,13
1569961445373,0,21
1569961447588,1,21
1569961448879,1,21
1569961450066,1,21
1569961450579,1,21
1569961451050,1,21
1569961451701,1,21
1569961452437,1,21
1569961452991,1,21
1569961453462,1,21
1569961454112,1,21
1569961454608,1,21
1569961455112,1,21
1569961455621,1,21
1569961456168,1,21
1569961456800,1,21
1569961458962,1,21
1569961459470,1,21
1569961459988,1,21
1569961460468,1,21
1569961461357,1,21
1569961461875,1,21
1569961462320,1,21
1569961462932,1,21
1569961463391,1,21
1569961463922,1,21
1569961464560,1,21
1569961465056,1,21
1569961466198,1,21
1569961466780,1,21
1569961467326,1,21
1569961468019,1,21
1569961468527,1,21
1569961469589,-1,21
1569961470108,1,21
1569961470663,1,21
1569961471407,1,21
1569961472002,1,21
1569961472517,1,21
1569961473049,-1,21
1569961473621,1,21
1569961474454,1,21
1569961474961,1,21
1569961475662,1,21
1569961476627,1,21
1569961477261,1,21
1569961477831,1,21
1569961478526,1,21
1569961479081,1,21
1569961479574,1,21
1569961480129,1,21
1569961480634,1,21
1569961481227,1,21
1569961481967,1,21
1569961482610,1,21
1569961483266,1,21
1569961483875,1,21
1569961484308,1,21
1569961484790,1,21
1569961485233,1,21
1569961485714,1,21
1569961486183,1,21
1569961486624,1,21
1569961487067,1,21
1569961487522,1,21
1569961488026,1,21
1569961488682,1,21
1569961489213,1,21
1569961489858,1,21
1569961490579,1,21
1569961491276,1,21
1569961491733,1,21
1569961492253,1,21
1569961492745,1,21
1569961493274,1,21
1569961493742,1,21
1569961494232,1,21
1569961494812,1,21
1569961495383,1,21
1569961495989,1,21
1569961496456,1,21
1569961496922,1,21
1569961497388,1,21
1569961497946,1,21
1569961498380,1,21
1569961498837,1,21
1569961499378,1,21
1569961499831,1,21
1569961500309,1,21
1569961500749,1,21
1569961501382,1,21
1569961501786,1,21
1569961502264,1,21
1569961502732,1,21
1569961503224,1,21
1569961503705,1,21
1569961504186,1,21
1569961504641,1,21
1569961505373,1,21
1569961505848,1,21
1569961506355,1,21
1569961506845,1,21
1569961507376,1,21
1569961507907,-1,21
1569961517297,0,22
1569961518839,0,22
1569961521344,1,22
1569961522421,1,22
1569961523437,1,22
1569961523854,1,22
1569961524262,1,22
1569961524645,1,22
1569961525014,1,22
1569961525356,1,22
1569961525737,1,22
1569961526104,1,22
1569961526460,1,22
1569961526741,1,22
1569961527024,1,22
1569961527219,1,22
1569961527394,1,22
1569961527558,1,22
1569961527722,1,22
1569961527863,1,22
1569961528005,1,22
1569961528169,1,22
1569961528375,-1,22
1569961528550,1,22
1569961528715,1,22
1569961529043,1,22
1569961529228,1,22
1569961529414,1,22
1569961529609,-1,22
1569961529817,1,22
1569961530002,1,22
1569961530187,1,22
1569961530372,1,22
1569961530580,1,22
1569961530776,1,22
1569961530972,1,22
1569961531168,1,22
1569961531387,1,22
1569961531593,1,22
1569961531811,1,22
1569961532007,1,22
1569961532214,-1,22
1569961532422,1,22
1569961532629,1,22
1569961532834,-1,22
1569961533041,1,22
1569961533260,1,22
1569961533477,1,22
1569961533695,-1,22
1569961533902,1,22
1569961534100,1,22
1569961534504,1,22
1569961534712,1,22
1569961534918,1,22
1569961535146,1,22
1569961535364,-1,22
1569961535582,1,22
1569961535810,1,22
1569961536029,1,22
1569961536246,1,22
1569961536453,1,22
1569961536671,1,22
1569961536889,1,22
1569961537106,1,22
1569961537334,-1,22
1569961537542,-1,22
1569961537760,-1,22
1569961537967,1,22
1569961538142,1,22
1569961538359,1,22
1569961538534,1,22
1569961538741,1,22
1569961538927,1,22
1569961539133,1,22
1569961539329,1,22
1569961539527,1,22
1569961539745,1,22
1569961539961,1,22
1569961540178,1,22
1569961540397,-1,22
1569961540615,-1,22
1569961540800,1,22
1569961541249,-1,22
1569961542847,1,22
1569961543232,1,22
1569961544507,1,22
1569961544834,1,22
1569961545213,1,22
1569961545625,1,22
1569961546009,-1,22
1569961546421,1,22
1569961546966,1,22
1569961547285,1,22
1569961548966,1,22
1569961549499,1,22
1569961550032,1,22
1569961550540,1,22
1569961550959,1,22
1569961551273,1,22
1569961551794,1,22
1569961552171,1,22
1569961552630,1,22
1569961552973,1,22
1569961553343,1,22
1569961561587,0,23
1569961562829,0,23
1569961563911,0,23
1569961565242,1,23
1569961566830,-1,23
1569961567314,-1,23
1569961567748,1,23
1569961568442,-1,23
1569961568782,1,23
1569961569438,1,23
1569961569859,-1,23
1569961570304,1,23
1569961570913,1,23
1569961571381,1,23
1569961571697,1,23
1569961572043,1,23
1569961572349,1,23
1569961572644,-1,23
1569961572973,-1,23
1569961573772,1,23
1569961574393,-1,23
1569961575792,1,23
1569961576681,-1,23
1569961580268,-1,23
1569961581000,-1,23
1569961581552,1,23
1569961582050,1,23
1569961582574,-1,23
1569961583927,1,23
1569961584588,1,23
1569961585219,-1,23
1569961586096,1,23
1569961586554,-1,23
1569961587906,1,23
1569961589204,-1,23
1569961589992,-1,23
1569961590575,-1,23
1569961590965,1,23
1569961591552,1,23
1569961591971,1,23
1569961592400,-1,23
1569961592741,-1,23
1569961593284,-1,23
1569961593816,-1,23
1569961594237,1,23
1569961594741,1,23
1569961595160,1,23
1569961595573,-1,23
1569961597782,-1,23
1569961598357,1,23
1569961598729,1,23
1569961599077,1,23
1569961599457,1,23
1569961599914,-1,23
1569961601639,-1,23
1569961603256,1,23
1569961603762,-1,23
1569961605428,-1,23
1569961605953,1,23
1569961606325,1,23
1569961606553,-1,23
1569961606774,-1,23
1569961607208,-1,23
1569961607480,-1,23
1569961608156,1,23
1569961608386,1,23
1569961608661,1,23
1569961608926,1,23
1569961609133,1,23
1569961609340,-1,23
1569961609557,1,23
1569961609777,1,23
1569961609971,1,23
1569961610190,1,23
1569961610396,-1,23
1569961610613,-1,23
1569961610799,-1,23
1569961611333,-1,23
1569961612296,1,23
1569961613308,-1,23
1569961613799,1,23
1569961614267,1,23
1569961614673,1,23
1569961615154,-1,23
1569961615967,1,23
1569961616512,1,23
1569961616972,1,23
1569961617455,-1,23
1569961618843,-1,23
1569961619353,1,23
1569961619604,-1,23
1569961619822,-1,23
1569961620073,1,23
1569961620365,1,23
1569961620623,-1,23
1569961620894,1,23
1569961621142,-1,23
1569961621500,1,23
1569961622017,-1,23
1569961622338,1,23
1569961622567,1,23
1569961622786,1,23
1569961623003,1,23
1569961623253,1,23
1569961687386,0,31
1569961688087,1,31
1569961689329,1,31
1569961689851,1,31
1569961690232,1,31
1569961690793,1,31
1569961691311,1,31
1569961691754,1,31
1569961692212,1,31
1569961692604,1,31
1569961693098,1,31
1569961693565,1,31
1569961693997,1,31
1569961694465,1,31
1569961694823,1,31
1569961695242,1,31
1569961695672,1,31
1569961696372,1,31
1569961696754,1,31
1569961697288,1,31
1569961697802,1,31
1569961698295,1,31
1569961698699,1,31
1569961699094,1,31
1569961699510,1,31
1569961700083,1,31
1569961700478,1,31
1569961700923,1,31
1569961701315,1,31
1569961701808,1,31
1569961702222,1,31
1569961702616,1,31
1569961703048,1,31
1569961703478,1,31
1569961703906,1,31
1569961704350,1,31
1569961704728,1,31
1569961705171,1,31
1569961705564,1,31
1569961705966,1,31
1569961706563,1,31
1569961706933,1,31
1569961707288,1,31
1569961707643,-1,31
1569961708248,1,31
